"time","cell.v","cell.power","cell.heatPort.T"
0,3.316136132173839,-8.614326830547981,50.04524200000003
1,3.316131442471968,-8.631833827037822,50.04666415665042
2,3.316127892834979,-8.645569274569077,50.04809514249996
3,3.31614798967494,-8.580945746552251,50.04951834266279
4,3.316138536661903,-8.614236679894372,50.0509411541322
5,3.316137475623028,-8.619720519977374,50.05236422814693
6,3.316137824113769,-8.620533844279233,50.05378732972162
7,3.316153681357883,-8.569948280449172,50.05519613403482
8,3.316153499910532,-8.572506166142755,50.05660256142892
9,3.3161525286954,-8.577681124857094,50.05800909964324
10,3.316157708764382,-8.562468569385418,50.05940874054903
11,3.316167914795156,-8.530596517218509,50.06080052728896
12,3.316139793839584,-8.625744741673261,50.06222271793405
13,3.316140065019919,-8.626814958244232,50.0636466114031
14,3.316121592851259,-8.689991251226797,50.06506988445966
15,3.316142534145652,-8.622570199127894,50.06649313217457
16,3.316131276602245,-8.661846061254696,50.06792409559358
17,3.316133362577218,-8.656907786711356,50.06935506604447
18,3.316142009946078,-8.630223321619317,50.07077901034006
19,3.316132981231884,-8.662106333824772,50.07219889693545
20,3.316154831008545,-8.59167428598826,50.07362170528137
21,3.316147381953706,-8.618330750179302,50.0750524643787
22,3.316142040538711,-8.638003355926871,50.07648322347603
23,3.316146267118953,-8.625973141268158,50.07791567307578
24,3.316140619731549,-8.646660833891527,50.07934830313349
25,3.316142501337605,-8.642403260121968,50.08078433442756
26,3.316133514224083,-8.674159632756183,50.08222055465137
27,3.316157177110256,-8.597711967532314,50.08363189796381
28,3.31614252821073,-8.648217817169172,50.08505164919211
29,3.316168959424394,-8.562601915914746,50.08647077580338
30,3.316149133110434,-8.630260761389408,50.08788625946357
31,3.316157019231368,-8.606096981775606,50.08930793259452
32,3.316145795204865,-8.645264191389494,50.09074179500095
33,3.316161261257978,-8.595982976905249,50.09216202849854
34,3.316172906298244,-8.559354820566593,50.09357106665465
35,3.316173035201675,-8.560884437339292,50.09497741712698
36,3.316159892795846,-8.606391748196112,50.09638691386544
37,3.316175038032172,-8.558167006182108,50.09779829852891
38,3.316142424044875,-8.668209282905853,50.09922944594905
39,3.31613710175504,-8.687827730006505,50.10067374348228
40,3.316146505530373,-8.658645856010367,50.10211050713747
41,3.316147418675482,-8.657594227895741,50.10354191343691
42,3.316154425177078,-8.636345687799878,50.10496422161629
43,3.316161348312137,-8.615373980683344,50.106387478523
44,3.316164482846408,-8.606958118221781,50.10781369292863
45,3.31614671406488,-8.667806753695372,50.10924034965456
46,3.316151189157277,-8.654949542628962,50.11066754104974
47,3.316177472422374,-8.569825918052697,50.11208968487637
48,3.316171166333203,-8.592687686015594,50.11350925845284
49,3.316142566648276,-8.689420189027327,50.11492883202931
50,3.316170023597796,-8.600406984302886,50.11634951988384
51,3.316153099882835,-8.658460046212246,50.11778262860014
52,3.316163633904342,-8.62552385932622,50.11920639392611
53,3.316191044930882,-8.53664905923787,50.12060889452988
54,3.316180006135346,-8.575181301389248,50.12201122969356
55,3.316187969516946,-8.550747958085983,50.12341368428076
56,3.316181253709808,-8.574958154817855,50.12481979328157
57,3.316179195194669,-8.583738787561584,50.12623000749682
58,3.316166224165199,-8.628687555460463,50.1276528037115
59,3.316165725359344,-8.632310850125078,50.1290788036502
60,3.316172609936689,-8.611460652551081,50.13049286875281
61,3.316182922286298,-8.579255686624156,50.13191208684725
62,3.316169564267739,-8.625490606810073,50.13334020961412
63,3.316159650633213,-8.660316140444078,50.13477420765372
64,3.316163031457761,-8.651086869116929,50.136204043958
65,3.316197058681224,-8.540288949671682,50.13760648712167
66,3.316178921345824,-8.602348587287869,50.13901663648301
67,3.316182944427846,-8.590979367402962,50.14042953037455
68,3.316198558286121,-8.541195884804978,50.14183233720087
69,3.316166177578233,-8.650453884521653,50.14324513186006
70,3.316177537585984,-8.614778280452636,50.14466512904932
71,3.31616857754658,-8.646446276318898,50.14610216894852
72,3.316158271051317,-8.682570920150198,50.14753229361452
73,3.316178239927148,-8.618374087879017,50.14895900805431
74,3.316168045836651,-8.654131526836544,50.15039651841653
75,3.316175892044765,-8.630112324833499,50.15183557993561
76,3.316153703409785,-8.705616622924076,50.15327664444527
77,3.316162836742628,-8.677333771062118,50.15471719636906
78,3.31618849550171,-8.594275612338699,50.15613336367358
79,3.316203565917226,-8.546290084920033,50.15753219985385
80,3.316210041293602,-8.526781670396309,50.15892612770085
81,3.316181135945087,-8.62452942966268,50.16034608644043
82,3.316175972590183,-8.643612205312223,50.16177600964306
83,3.316156558281872,-8.70992387850449,50.16321727718235
84,3.316183885204657,-8.62134729184252,50.16464598836268
85,3.316197477496674,-8.578270253771334,50.16605958130026
86,3.31618158581041,-8.632893468291371,50.16747636909207
87,3.316180154695674,-8.639601207412346,50.16889462156098
88,3.316200113001784,-8.575431322256426,50.17031031060611
89,3.316202262277843,-8.570271107917891,50.1717228532529
90,3.316189360471166,-8.614980698441462,50.17313023417836
91,3.316208308603434,-8.554147885936473,50.17453152537558
92,3.316200036680037,-8.583513535780979,50.17593528536287
93,3.316202373585226,-8.577729719880828,50.1773449922527
94,3.316184505694248,-8.638899548888746,50.17875904067841
95,3.316191898155147,-8.616367657571537,50.18017426773145
96,3.316198662827997,-8.595916703766378,50.18159071114928
97,3.316192124154035,-8.619548552416839,50.18300842976942
98,3.316204015075445,-8.582108542991364,50.1844210963576
99,3.316212006069319,-8.557587673768074,50.18582867040436
100,3.316197686554978,-8.606993985530355,50.18723439819348
101,3.31620816129059,-8.574239913366991,50.18863768294398
102,3.316211010052336,-8.566761280701314,50.19004952794728
103,3.31618399224381,-8.658259037959116,50.1914764035003
104,3.316199449291191,-8.609005324945704,50.19289326514399
105,3.316220109898469,-8.542491835111209,50.19428622907202
106,3.316213811381645,-8.56531773239565,50.19568915057454
107,3.316214640103033,-8.564528465363846,50.19709473610123
108,3.316209974990833,-8.58194741995751,50.19850555046986
109,3.316200197672591,-8.616312574144555,50.19992554878417
110,3.31619292079688,-8.642398966643336,50.20135549314693
111,3.316205602092857,-8.602342358872857,50.2027714267287
112,3.316204136557323,-8.609164363985148,50.20418977235101
113,3.316199038449964,-8.62802450314512,50.20560990502054
114,3.316208322827934,-8.599222692115875,50.20702407030916
115,3.316198696979961,-8.633090987308224,50.20845139898734
116,3.316210742251497,-8.595141817043086,50.2098673292727
117,3.316210780931674,-8.596976326849255,50.21128119428533
118,3.316207176635807,-8.610883371523267,50.21269670947805
119,3.316220904364696,-8.567348638810271,50.21409783596329
120,3.316204861075492,-8.62247459308961,50.21551444312934
121,3.316228037612239,-8.547633022526879,50.21691996837552
122,3.316228312622439,-8.548669971711201,50.21831312400383
123,3.316239385031824,-8.513926629250154,50.2197042474989
124,3.316221328662332,-8.57571824651469,50.2211127379685
125,3.316221413407075,-8.577394541717544,50.22251836932833
126,3.316224272152793,-8.56988772122596,50.22393689752477
127,3.316215928472882,-8.599503687606257,50.225358407952
128,3.316202892256351,-8.644670295767892,50.22678225652209
129,3.316205134845642,-8.639210521188376,50.22820843162538
130,3.316208636471054,-8.629583733098233,50.22964164560926
131,3.316199044771482,-8.663344740432859,50.23107739950285
132,3.316186869191184,-8.705672104504462,50.23251990494168
133,3.316205790208893,-8.644953285871571,50.23395487489381
134,3.316210566526554,-8.631096737150427,50.23537934401162
135,3.316230966921661,-8.565460345579147,50.23679322469184
136,3.316219943212326,-8.603953935304823,50.23821015461135
137,3.316203075179117,-8.661826353836368,50.23964642697132
138,3.316221372079188,-8.603165537003283,50.24106758452524
139,3.316209347556109,-8.644981758764315,50.24249396589494
140,3.316203073431372,-8.667747665229543,50.24392672406572
141,3.316215379220442,-8.628942038864885,50.2453520286324
142,3.316202723706337,-8.672860357009162,50.2467950374525
143,3.316203278250372,-8.672998501121739,50.24822731985347
144,3.31622880567536,-8.590379831669866,50.24965044656108
145,3.316214072084004,-8.641166929042532,50.25106807769288
146,3.316226423019148,-8.602204614654136,50.25248347278091
147,3.316231293005794,-8.588029964037757,50.25389698889626
148,3.316208756407505,-8.664686290434922,50.25533352314318
149,3.316206574451896,-8.673898271791431,50.25677473761255
150,3.316203413429498,-8.686353504355088,50.25821453370605
151,3.316218114258731,-8.639612145555956,50.25964029841049
152,3.316229885308692,-8.602570378987616,50.26105421770581
153,3.316231488775566,-8.599219322113687,50.26246690038079
154,3.316236174658307,-8.58565273922826,50.26387747642121
155,3.316237153857791,-8.584368755345926,50.2652880427317
156,3.316208717399466,-8.680561022322809,50.26670415425986
157,3.316223933710669,-8.632104812635999,50.26812026578807
158,3.316241593639615,-8.575558857737301,50.26954793895766
159,3.31623334581876,-8.604866043434649,50.27098161278735
160,3.316216047628098,-8.664161345997888,50.27241360353844
161,3.316228374057759,-8.625278204057954,50.27382556305241
162,3.316239663610329,-8.589830896229598,50.27523794013604
163,3.3162480775742,-8.563914274129633,50.27665362478967
164,3.316217807766066,-8.666183751244871,50.27807218275569
165,3.316233592408621,-8.615848310157306,50.27949430002354
166,3.316228042795468,-8.636206542486459,50.28091641729139
167,3.316233188488473,-8.621123470042743,50.28233705949464
168,3.316231995000453,-8.627038263841555,50.28374644382217
169,3.316250704292862,-8.567002255533991,50.2851558281497
170,3.316243785177735,-8.591890896546534,50.28656670261859
171,3.316238578325625,-8.611113246458654,50.2879887048756
172,3.316220986819299,-8.671375292804242,50.28941316748507
173,3.316236919717862,-8.620549774334755,50.29083712543797
174,3.316222406797601,-8.670604325450341,50.29225257071948
175,3.316243379498827,-8.603072797623739,50.29366801600099
176,3.316240494525882,-8.614598381717053,50.29508576704774
177,3.316234094383594,-8.637777020987906,50.29651091760036
178,3.316235560925422,-8.634888338449711,50.29793606815292
179,3.316256926360964,-8.566052950462936,50.29934842181137
180,3.316247133523257,-8.600464082543111,50.30075886724791
181,3.316260223267591,-8.559053342793129,50.30217418099886
182,3.31623333280365,-8.650130091894759,50.30359939374432
183,3.316223491332615,-8.68472361197896,50.30504145715179
184,3.316229956044851,-8.665279341651431,50.30647559755397
185,3.31625029450377,-8.59984886110686,50.30789011565503
186,3.316236853359323,-8.64635832771619,50.3093140771951
187,3.316250652054861,-8.602601611771599,50.31073368358363
188,3.316232501532971,-8.664721561290317,50.31216555883424
189,3.31623227663692,-8.667446774347241,50.3136036893477
190,3.316237003026433,-8.653761350058742,50.31503601022393
191,3.316226921076403,-8.689149912356266,50.31647526784542
192,3.316227672837354,-8.688641724093344,50.31791746346204
193,3.316248254571431,-8.622420466418667,50.3193539668531
194,3.316229022050815,-8.688126231697225,50.32078666345916
195,3.316252865071755,-8.611087759979604,50.32220803267774
196,3.316230144470818,-8.688354809125766,50.3236450627461
197,3.316220385838727,-8.722679397180082,50.32509530014454
198,3.316227968112812,-8.699536529136058,50.32653579568534
