"time","cell.v","cell.power","cell.heatPort.T"
0,3.197542633206772,8.306256498281231,20.774156
1,3.19729675650245,8.322509157623495,20.77573759134066
2,3.197103983188847,8.335258728827139,20.7773290455853
3,3.198014470739303,8.27526056000683,20.77891167881592
4,3.197546364789201,8.306173242375108,20.78049387166584
5,3.197469769770324,8.311264532637759,20.78207630948486
6,3.197458933696018,8.312019709550489,20.78365877301889
7,3.198171766573751,8.265047179691274,20.78522552229992
8,3.198136364424554,8.267422996231788,20.78678966555964
9,3.198064115304318,8.27222932617053,20.78835401228736
10,3.19827890983277,8.258100201083382,20.78991069511466
11,3.198728257219976,8.22849169031138,20.79145866016137
12,3.19738923553236,8.316857882985284,20.7930403126702
13,3.197374782765188,8.317851496693624,20.79462394682628
14,3.19648589674586,8.37648249607996,20.79620700885937
15,3.197435777860307,8.313911168750947,20.79779005441446
16,3.196883405457813,8.350366624275429,20.79938145694194
17,3.19695355175097,8.345783799961106,20.80097285946943
18,3.197329874395793,8.321016037961963,20.80255621069824
19,3.196881587981761,8.350608497448622,20.80413475594457
20,3.197873856242597,8.285225503827762,20.80571575868231
21,3.197499162432443,8.309976059938819,20.80730406331497
22,3.197222796994614,8.32823833010448,20.80889280606897
23,3.19739279448625,8.317071125841688,20.81048492541709
24,3.197102137397024,8.336274302993706,20.81207704476515
25,3.197162701814585,8.332322674962663,20.81368136353376
26,3.196716203040026,8.361794399064017,20.81528595809596
27,3.197793171962476,8.290832778991883,20.81688282964672
28,3.197082690193947,8.337719880579703,20.81847824037044
29,3.198288735906351,8.258226161815879,20.82006988594037
30,3.19733675160956,8.321052160426262,20.82165994826232
31,3.197677582313726,8.298618922520218,20.82324760996948
32,3.197126741883106,8.33497893153646,20.82483343855
33,3.197821213404528,8.289227980180959,20.82641687910871
34,3.198337530363765,8.255210609291456,20.82799406157449
35,3.198316607448293,8.256631538746813,20.82956691782664
36,3.197676503117936,8.298893165441543,20.83113544786517
37,3.198356091212177,8.254107596828273,20.83270078398488
38,3.196807368229732,8.356274176894582,20.83429085896779
39,3.196531767352063,8.374478037578848,20.83589817456868
40,3.196943255363728,8.347399435999344,20.83749229846092
41,3.196958679014403,8.34642357887433,20.83908426343197
42,3.19725846593683,8.326701903696998,20.84067378964966
43,3.197554353251263,8.30723347971086,20.84225965805706
44,3.197673460017362,8.29941991372371,20.84384552646446
45,3.196817355911461,8.355901429323131,20.84543519288059
46,3.196998997745199,8.343969691065782,20.84702902894469
47,3.198198105505102,8.26493794242076,20.84859595939162
48,3.197876840185452,8.286169672128141,20.85017466903611
49,3.19651550976258,8.375956656514871,20.85177490149607
50,3.197769390074761,8.29333779657993,20.85335514692588
51,3.196952650101528,8.347228236089114,20.85495365227018
52,3.197416991079653,8.316657315339269,20.85653385747082
53,3.198668900353203,8.234119653858098,20.85807780948312
54,3.198127004381655,8.26991262136036,20.85964123314011
55,3.198471619922132,8.247217867155157,20.86120087061204
56,3.198131369180836,8.269705593943932,20.86276967284817
57,3.198008356983775,8.277860381177707,20.86434407133055
58,3.197376120411071,8.319594880157934,20.8659325050059
59,3.197325721699326,8.322958441957322,20.86751581306231
60,3.197619895456903,8.303602119211563,20.86909326787236
61,3.19807393622587,8.273697394441124,20.87067226029444
62,3.197423591317617,8.316627548263799,20.8722553454694
63,3.196933883350273,8.348952109294334,20.87385412086741
64,3.197064441773723,8.340386751067244,20.87543231090808
65,3.198625020866991,8.237502608098067,20.87700368877643
66,3.197751875663939,8.29514238602995,20.87857067793158
67,3.197912557498786,8.284585398520882,20.88012766730486
68,3.198614084117352,8.238345494746824,20.88168465667809
69,3.197076413241955,8.339799816135415,20.88325680708334
70,3.197579321405652,8.306683395522413,20.88483698655727
71,3.197134070542837,8.336080429176885,20.88642988524083
72,3.196626071909658,8.369604314982725,20.88803575461026
73,3.197530548386878,8.310022088566765,20.8896275153636
74,3.197027718914935,8.343213610410297,20.89121371759495
75,3.197366512072402,8.320919348409957,20.89279620258935
76,3.196304065786379,8.390985550041984,20.8943997905929
77,3.196702895649864,8.364745447699942,20.89599931913762
78,3.197872922338289,8.287647492019977,20.89757200724574
79,3.198549133770115,8.243079233439133,20.89912687409964
80,3.198824404492251,8.224954680012095,20.90067342045393
81,3.19744880104614,8.315737335802373,20.90225862193819
82,3.197180743130736,8.333451156492416,20.9038492103677
83,3.196247723436222,8.394981925219,20.90544735052873
84,3.197495455252024,8.312783530131211,20.90703647910271
85,3.198102564223122,8.272784802880471,20.9086058743647
86,3.197334119819029,8.323502234328155,20.91018853175069
87,3.197240293689249,8.329728727985829,20.91176991795891
88,3.198144375690066,8.270148518741113,20.91333298851379
89,3.198217639365847,8.265355989674559,20.91489762214792
90,3.197588769836354,8.306873504286093,20.91645699964141
91,3.198445862900867,8.250380063711349,20.9180153025855
92,3.198033027856572,8.277654990307225,20.91957746933303
93,3.198115071865857,8.272283657370574,20.92114437483121
94,3.197254458036344,8.329078206530689,20.92273709161742
95,3.197572308489926,8.308161731215343,20.92431978519073
96,3.197860858325579,8.289173346737847,20.92589678106833
97,3.197528752902334,8.311115068588331,20.92747961000288
98,3.198056493483906,8.276350860480106,20.92904047090178
99,3.19840234021128,8.253576186398647,20.93060595880627
100,3.197707348213779,8.299459355257568,20.93217389599346
101,3.198169114127518,8.269043417762342,20.93374168983786
102,3.198275018792485,8.262097469965678,20.93530457579863
103,3.196987409839057,8.347047449786203,20.936902209739
104,3.197681486653617,8.301327277515028,20.93848387392632
105,3.198618555326094,8.239553463580236,20.9400403452866
106,3.198297796474768,8.260757112706742,20.94160136846006
107,3.198309519798322,8.260024122716571,20.94316327721714
108,3.198064888608719,8.276202329355868,20.94474052808562
109,3.197581666744603,8.308112140323132,20.94632088866786
110,3.197215003841805,8.332328156197596,20.94791066943191
111,3.197779588988177,8.295141530227042,20.94949108694283
112,3.197684154136939,8.301475823998889,20.95106813188988
113,3.197419231591917,8.318985427936566,20.95265157501967
114,3.197825356703736,8.292245147415947,20.95423682371955
115,3.197349130532644,8.323688802850389,20.95582327224287
116,3.19788404280316,8.288456011601607,20.95740231854376
117,3.19785882872484,8.290159601806012,20.9589813648447
118,3.197663642179219,8.303072521572279,20.96056041114559
119,3.198277188743172,8.262644893002397,20.96212234725448
120,3.197501668069534,8.313834051057311,20.9636825559478
121,3.198555988950015,8.244331356427393,20.96524090660893
122,3.198541997014423,8.245294758222359,20.96678406241131
123,3.19903175830993,8.213014355304294,20.96832721821374
124,3.198162399350723,8.270418927222892,20.9698917739459
125,3.198139410267584,8.271975873015576,20.97145723557605
126,3.198245712585177,8.265003935923319,20.97302606001097
127,3.197829357917491,8.292507469020769,20.97460450889434
128,3.197194061314593,8.334438340968441,20.97619746196079
129,3.197271547864796,8.329370733181587,20.97778651544706
130,3.19740770276163,8.320434726687498,20.97937410800455
131,3.196932989658813,8.351770273001058,20.98098009587363
132,3.196337662777828,8.391043305170777,20.98257960339765
133,3.197193165700139,8.334701557120342,20.98417309234929
134,3.197388871789931,8.321839673652756,20.98575597943881
135,3.198313595356713,8.260892726414779,20.98733745821676
136,3.197772252190615,8.29664064042522,20.98891838015044
137,3.196958063102503,8.350361837112535,20.99049250502259
138,3.197784579248783,8.295908807108649,20.99206508140441
139,3.197196455426069,8.334728643326894,20.99366199805485
140,3.196876544893437,8.355857163884455,20.9952615685113
141,3.197423518239337,8.319840256900466,20.9968494267315
142,3.196805795909887,8.360601738308922,20.99844614910711
143,3.196804469722459,8.360730042131294,21.00004664293033
144,3.197968293273828,8.284037060966451,21.0016150734034
145,3.197253865303111,8.331188446844873,21.00319835075908
146,3.197803039724969,8.295017455422499,21.00477723453838
147,3.198003221128657,8.281855233097636,21.00635413222506
148,3.19692457458543,8.353017125186366,21.00794602868274
