time (s),Current (A), Voltage (V), Power (W), Battery Temp (C), Ambient Temp (C),Voltage R (Ohm),Power R (Ohm),Avg. Volt R (Ohm),Avg. Power R (Ohm)
26.982065,-0.000785,3.1727,-0.002443,31.003335,30.994536,0,0,,
27.982397,-0.002109,3.1737,-0.006638,31.005295,30.996129,0,0,,
28.980862,0.006322,3.1739,0.020153,31.009467,30.995168,0,0,,
29.979681,0.003166,3.1741,0.010122,31.009215,30.996383,0,0,,
30.979565,0.00078,3.1733,0.002514,31.01982,31.002222,0,0,,
31.979657,-0.001957,3.1743,-0.006189,31.00589,31.013956,0,0,,
32.97995,0.001129,3.1754,0.003591,31.010125,30.986293,0,0,,
33.978753,-0.000504,3.1753,-0.001554,31.024259,30.982829,0,0,,
34.978911,0.004028,3.175,0.012803,31.012513,30.991614,0,0,,
35.97959,0.000751,3.1751,0.002389,31.019327,30.992563,0,0,,
37.979934,0.003607,3.1765,0.011505,30.998544,30.99891,0,0,,
38.98107,0.003493,3.1769,0.01109,31.010744,30.995711,0,0,,
39.979578,0.009102,3.1758,0.02891,31.021238,31.007306,0,0,,
40.978972,0.009058,3.1769,0.028789,31.024132,31.002501,0,0,,
41.979108,0.008809,3.1779,0.028034,31.011236,31.006103,0,0,,
42.982718,0.004944,3.1761,0.015749,31.014284,30.992652,0,0,,
43.980371,0.007983,3.177,0.025403,31.017242,30.987178,0,0,,
44.981048,-0.001832,3.1766,-0.005764,31.016167,30.992703,0,0,,
45.981436,-0.003113,3.1778,-0.009831,31.024222,30.994524,0,0,,
46.982962,0.000908,3.1782,0.002893,31.023122,30.998191,0,0,,
47.981362,-0.001686,3.1784,-0.005325,31.019378,30.99188,0,0,,
48.979915,0.000119,3.1786,0.000452,31.022286,30.997355,0,0,,
49.979055,-0.003157,3.179,-0.009994,31.032602,30.995938,0,0,,
50.979535,-0.00147,3.1781,-0.004661,31.024575,30.998544,0,0,,
51.978633,0.000732,3.1785,0.002363,31.02982,31.009655,0,0,,
53.979795,0.004132,3.1791,0.013132,31.014903,31.015636,0,0,,
54.978779,0.002404,3.1789,0.007643,31.037558,30.990262,0,0,,
55.97859,0.004183,3.1793,0.013315,31.027203,31.016204,0,0,,
56.981527,0.005424,3.1788,0.017269,31.030251,31.001653,0,0,,
57.979468,0.001716,3.178,0.005465,31.02188,30.996582,0,0,,
58.981822,0.000362,3.1804,0.001191,31.025826,30.981096,0,0,,
59.980366,0.00363,3.1794,0.011572,31.042666,30.99867,0,0,,
60.979671,-0.001443,3.1804,-0.00455,31.026825,31.005194,0,0,,
61.979494,-0.000374,3.1795,-0.001115,31.039061,31.005698,0,0,,
62.979213,0.000552,3.1802,0.001828,31.029971,31.008707,0,0,,
63.977509,0.000243,3.1801,0.000804,31.028264,30.996734,0,0,,
64.980875,0.000687,3.1808,0.00221,31.035205,30.991942,0,0,,
65.981347,0.004329,3.1797,0.013836,31.038188,30.998592,0,0,,
66.982124,0.00111,3.1806,0.003552,31.01724,30.987909,0,0,,
67.983782,0.005227,3.1804,0.016716,31.032107,31.001677,0,0,,
69.979746,0.002386,3.1794,0.007595,31.032462,30.999099,0,0,,
70.978601,0.002258,3.1797,0.007206,31.041653,31.004623,0,0,,
71.978552,0.003126,3.181,0.009974,31.022096,31.003764,0,0,,
72.980086,0.002028,3.1801,0.006462,31.05078,31.006784,0,0,,
73.97954,0.001371,3.1818,0.00437,31.027822,31.005824,0,0,,
74.979347,0.001164,3.1809,0.003731,31.04078,31.004484,0,0,,
75.979658,0.000526,3.1815,0.001671,31.045218,31.001223,0,0,,
76.978966,0.001211,3.1817,0.003866,31.045837,31.001108,0,0,,
77.979402,0.001058,3.1817,0.003385,31.040212,30.987416,0,0,,
78.978971,0.007554,3.1808,0.024026,31.05341,31.002815,0,0,,
79.980237,0.002861,3.181,0.009118,31.022082,31.00925,0,0,,
80.981039,0.007513,3.1812,0.023949,31.037595,30.990299,0,0,,
81.979031,0.002342,3.1808,0.007479,31.036216,31.007985,0,0,,
82.986783,0.004201,3.1815,0.013365,31.032272,31.001475,0,0,,
84.980724,-0.001741,3.1829,-0.005492,31.054976,31.013913,0,0,,
85.97911,0.003321,3.1824,0.010602,31.034167,30.996771,0,0,,
86.978231,-0.003005,3.1811,-0.009508,31.037657,30.994028,0,0,,
87.97955,-0.001073,3.1822,-0.003366,31.047719,30.994924,0,0,,
88.978999,-0.001845,3.1821,-0.005806,31.043218,31.005455,0,0,,
89.978736,-0.000523,3.1823,-0.001646,31.02839,31.006759,0,0,,
90.981751,0.003156,3.1818,0.010065,31.036227,30.995898,0,0,,
91.984299,0.005099,3.1836,0.016244,31.033636,30.998072,0,0,,
92.982874,0.007778,3.1825,0.024761,31.036885,31.007554,0,0,,
93.978063,-0.000712,3.1826,-0.002255,31.032575,31.002877,0,0,,
94.983078,0.000389,3.1821,0.00128,31.027884,31.014685,0,0,,
95.979562,0.002998,3.1824,0.009532,31.036544,30.988148,0,0,,
96.982862,0.004137,3.1824,0.013165,31.035178,31.014647,0,0,,
97.980759,0.00488,3.1836,0.015554,31.051323,31.001461,0,0,,
99.012828,0.006661,3.1826,0.021184,31.036505,31.000208,0,0,,
99.982419,-0.002361,3.1823,-0.007489,31.034862,31.001131,0,0,,
100.980861,-0.002988,3.1835,-0.009449,31.034319,31.02002,0,0,,
102.978249,0.001142,3.1831,0.003652,31.045595,31.004532,0,0,,
104.978236,-0.00116,3.183,-0.003649,31.032043,30.999779,0,0,,
105.980633,0.005423,3.1836,0.017328,31.031803,31.013104,0,0,,
106.979732,0.006021,3.1848,0.019258,31.033484,31.01442,0,0,,
107.978758,0.001245,3.1842,0.004016,31.039515,31.023017,0,0,,
108.983079,-0.000233,3.1826,-0.000722,31.045494,31.01763,0,0,,
109.981573,0.000647,3.1845,0.002113,31.039085,31.002055,0,0,,
110.985113,0.006766,3.1837,0.021589,31.025746,31.004482,0,0,,
111.98396,0.007553,3.1843,0.024087,31.038869,31.010639,0,0,,
112.979727,0.001826,3.1842,0.005822,31.048175,31.018844,0,0,,
113.978835,0.001885,3.1834,0.006029,31.034974,31.000511,0,0,,
115.017274,0.008262,3.1838,0.026331,31.038831,31.026365,0,0,,
115.980701,0.001435,3.1824,0.004605,31.038427,31.025228,0,0,,
117.019418,0.008535,3.1842,0.027206,31.036922,31.006491,0,0,,
117.982597,0.00814,3.1842,0.025943,31.040576,31.023711,0,0,,
118.984285,0.003912,3.1826,0.012487,31.053193,31.005531,0,0,,
119.980526,0.001901,3.1842,0.006064,31.041866,30.989071,0,0,,
120.980689,0.005271,3.1844,0.016832,31.037465,31.006301,0,0,,
121.979785,0.003673,3.1848,0.011715,31.032156,31.009791,0,0,,
123.980414,0.003355,3.1848,0.010711,31.042712,30.996883,0,0,,
124.984519,-0.001357,3.1833,-0.004264,31.047643,31.019779,0,0,,
125.98111,0.004092,3.1837,0.013065,31.04773,31.004468,0,0,,
126.977999,0.002052,3.1851,0.006546,31.047162,31.015999,0,0,,
127.978735,0.010399,3.1843,0.033156,31.04826,31.01783,0,0,,
128.999107,-0.001481,3.1851,-0.004699,31.043977,31.013913,0,0,,
130.978567,0.009015,3.1848,0.02873,31.045164,31.014001,0,0,,
131.978241,0.006369,3.1851,0.020349,31.033723,31.020891,0,0,,
132.979486,-0.002184,3.1852,-0.006918,31.039665,31.003002,0,0,,
133.977826,0.004348,3.1847,0.013915,31.034241,31.019576,0,0,,
134.981004,-0.00223,3.1845,-0.007066,31.035707,31.020309,0,0,,
135.98057,-0.001962,3.1857,-0.006229,31.03304,31.006276,0,0,,
136.978564,-0.00181,3.1847,-0.005675,31.037717,31.016086,0,0,,
137.982279,0.001155,3.1861,0.00369,31.044115,31.031649,0,0,,
138.97949,0.003296,3.1846,0.010537,31.043597,31.016466,0,0,,
139.980864,0.000579,3.1841,0.001887,31.033001,31.025669,0,0,,
140.979359,0.002038,3.1848,0.006497,31.038918,31.015454,0,0,,
141.978882,0.004876,3.1848,0.015538,31.042256,31.012193,0,0,,
142.977943,0.000495,3.1862,0.001582,31.044885,31.017754,0,0,,
143.996288,0.001045,3.1853,0.003368,31.044532,31.003102,0,0,,
144.97779,0.00432,3.1858,0.013754,31.04299,31.030891,0,0,,
145.978291,0.001214,3.1852,0.003874,31.048425,31.011395,0,0,,
146.976769,0.005156,3.1851,0.016427,31.037832,31.007768,0,0,,
147.978686,-0.000342,3.1861,-0.00105,31.052231,31.012635,0,0,,
148.98003,-0.000567,3.1855,-0.001778,31.038817,30.998854,0,0,,
149.979566,-0.001953,3.1853,-0.006162,31.037605,31.01744,0,0,,
150.978348,-0.002307,3.1851,-0.007301,31.035593,31.016162,0,0,,
151.979162,-0.002776,3.1853,-0.008799,31.034051,31.016819,0,0,,
152.978544,-0.000912,3.1857,-0.002853,31.052066,31.019069,0,0,,
153.980937,0.005794,3.1851,0.01855,31.048097,31.0195,0,0,,
154.981395,0.002727,3.1857,0.008749,31.041282,31.008652,0,0,,
155.981725,0.002534,3.1849,0.008161,31.037793,31.018361,0,0,,
156.980684,-0.001049,3.1855,-0.003272,31.036175,31.008678,0,0,,
157.978839,0.002417,3.1847,0.007774,31.035151,31.032218,0,0,,
158.998404,0.006244,3.1852,0.019981,31.04271,31.013746,0,0,,
159.979746,0.003992,3.1855,0.012774,31.045835,31.009539,0,0,,
160.978961,0.002071,3.1846,0.006625,31.052407,31.012811,0,0,,
161.978302,0.000981,3.1847,0.00315,31.040245,31.006148,0,0,,
162.982646,0.00909,3.1862,0.028977,31.05285,31.009221,0,0,,
163.981269,0.00379,3.1867,0.012103,31.04299,31.017326,0,0,,
164.98047,0.005789,3.1865,0.018478,31.04936,31.009764,0,0,,
165.977541,-0.000337,3.1862,-0.001062,31.048753,31.032255,0,0,,
166.9796,0.002957,3.1874,0.009478,31.031725,31.004594,0,0,,
167.980189,0.002484,3.1873,0.00793,31.031157,31.008425,0,0,,
168.977577,0.002261,3.1857,0.007217,31.038299,31.025467,0,0,,
170.977555,0.00385,3.1867,0.012316,31.056516,31.018753,0,0,,
171.978563,0.006741,3.1869,0.021534,31.056706,31.008311,0,0,,
172.979446,0.005721,3.1855,0.018242,31.045872,31.023141,0,0,,
173.980622,-0.001928,3.1849,-0.006076,31.041663,31.021498,0,0,,
174.978817,-0.001385,3.186,-0.004379,31.039892,31.009095,0,0,,
175.978049,-0.00204,3.1866,-0.006467,31.044468,31.013671,0,0,,
176.97803,-0.002543,3.1869,-0.008039,31.05754,31.012078,0,0,,
177.978293,-0.001624,3.1863,-0.005132,31.035607,31.029741,0,0,,
178.979875,0.002762,3.1866,0.008784,31.044227,31.000965,0,0,,
179.978565,0.001654,3.1857,0.00526,31.036542,31.011611,0,0,,
180.978441,0.001438,3.1861,0.004586,31.050398,31.020701,0,0,,
0,6.0111,3.2943,19.803,31.041775,31.006579,0,0,,
0.937324,6.0081,3.3309,20.013,31.050258,31.010662,0,0,,
1.933253,5.9931,3.3414,20.025,31.038817,31.013153,0,0,,
2.937025,6.0025,3.3478,20.095,31.040448,31.011118,0,0,,
3.934264,6.0028,3.3534,20.13,31.042103,31.012773,0,0,,
4.934544,6.0123,3.3583,20.191,31.045467,31.005137,0,0,,
5.936773,6.0037,3.3597,20.171,31.034278,31.029512,0,0,,
6.937671,6.0128,3.3631,20.222,31.03357,31.023304,0,0,,
7.936583,6.0082,3.3673,20.232,31.048363,31.030765,0,0,,
8.944204,5.9983,3.3698,20.213,31.031459,31.015327,0,0,,
9.934855,6.0097,3.3696,20.251,31.048968,31.018171,0,0,,
10.937211,6.0046,3.3725,20.251,31.049298,31.023634,0,0,,
194.006461,0.010089,3.2662,0.033033,31.049614,31.012951,0,0,,
194.980594,0.000116,3.2471,0.000428,31.037288,31.026656,0,0,,
195.97879,-0.003768,3.2413,-0.012166,31.051016,31.023886,0,0,,
196.98013,-0.000214,3.2362,-0.000666,31.047375,31.020245,0,0,,
197.978698,0.001297,3.2336,0.004289,31.043482,31.027351,0,0,,
198.978932,0.002442,3.2308,0.007984,31.025999,31.008767,0,0,,
199.978177,-0.001935,3.2272,-0.006187,31.03725,31.021118,0,0,,
200.977259,-0.002492,3.2274,-0.007952,31.038553,31.010689,0,0,,
201.97707,0.002314,3.2257,0.007511,31.054039,31.01481,0,0,,
202.976954,-0.001244,3.2235,-0.003966,31.025797,31.001966,0,0,,
203.979731,0.000501,3.2228,0.001652,31.052623,31.007161,0,0,,
204.981369,0.001421,3.2213,0.004621,31.044582,31.023318,0,0,,
205.977693,0.003851,3.2214,0.012451,31.045569,31.023205,0,0,,
206.97781,0.003893,3.2217,0.012623,31.052989,31.01816,0,0,,
207.97901,0.00213,3.2208,0.006927,31.054039,31.024709,0,0,,
208.980428,-0.00041,3.2181,-0.001278,31.060083,31.010222,0,0,,
209.978916,0.006004,3.218,0.019394,31.046947,31.009551,0,0,,
210.980775,0.00501,3.2187,0.016199,31.061751,31.009324,0,0,,
211.978642,0.004561,3.2159,0.014752,31.052547,31.017717,0,0,,
212.9776,0.053732,3.2162,0.17306,31.049829,30.996668,0,0,,
213.978658,0.000253,3.2149,0.000856,31.041991,31.006794,0,0,,
214.978066,0.002243,3.2161,0.007246,31.057173,31.026377,0,0,,
215.978809,0.001331,3.2146,0.004297,31.056188,30.999727,0,0,,
216.978763,0.001934,3.2152,0.006265,31.042749,31.015985,0,0,,
217.97727,0.005681,3.2138,0.0183,31.057237,31.015442,0,0,,
218.981895,0.001036,3.2139,0.003337,31.061941,31.01098,0,0,,
219.978833,0.00256,3.2136,0.008257,31.051839,31.015909,0,0,,
220.977981,-0.0000352,3.2122,-0.0000848,31.044962,31.018932,0,0,,
221.97716,0.002556,3.2128,0.00822,31.081888,31.014429,0,0,,
222.98155,0.00402,3.2127,0.012947,31.06481,31.013483,0,0,,
223.97938,0.003051,3.2124,0.009818,31.052153,31.011457,0,0,,
224.979929,0.001313,3.2112,0.00424,31.057034,31.012305,0,0,,
225.980414,0.003648,3.2116,0.011732,31.06457,31.007376,0,0,,
226.979011,0.002268,3.2113,0.007283,31.053129,31.005834,0,0,,
227.978853,0.05024,3.2106,0.16122,31.058463,31.007869,0,0,,
229.977952,0.001935,3.2092,0.006221,31.057173,31.008778,0,0,,
230.976951,-0.000433,3.211,-0.001365,31.050865,31.00797,0,0,,
231.977334,0.001562,3.2108,0.005028,31.064657,31.022862,0,0,,
232.978502,0.00015,3.2104,0.000513,31.07118,31.030119,0,0,,
233.97996,0.002265,3.2107,0.007298,31.068928,31.009535,0,0,,
234.977862,0.000514,3.2104,0.001664,31.057565,31.006604,0,0,,
235.977004,0.00102,3.2089,0.003267,31.077502,31.026175,0,0,,
236.978406,0.00236,3.2091,0.007614,31.062318,31.007324,0,0,,
237.982522,0.000653,3.2094,0.002103,31.072381,31.009688,0,0,,
238.980922,0.010293,3.21,0.033067,31.075174,31.016515,0,0,,
239.980758,0.0074,3.2095,0.023819,31.068511,31.015717,0,0,,
240.980674,0.006275,3.2095,0.020169,31.070131,31.001205,0,0,,
241.980032,0.004782,3.2079,0.015383,31.080712,31.015454,0,0,,
242.979364,0.005613,3.2091,0.0181,31.074948,31.006022,0,0,,
244.978957,0.00805,3.2076,0.025863,31.089699,31.017842,0,0,,
245.980884,0.006899,3.2087,0.022183,31.094997,31.016173,0,0,,
246.980888,0.054927,3.2077,0.17846,31.07544,31.010181,0,0,,
247.980016,0.006714,3.2077,0.021593,31.065086,31.004959,0,0,,
248.979117,0.004802,3.21,0.015453,31.073266,30.999207,0,0,,
249.979679,0.003912,3.2082,0.012616,31.087032,31.016274,0,0,,
250.978841,0.003846,3.2077,0.012436,31.075882,31.002557,0,0,,
251.978803,-0.002106,3.2073,-0.006717,31.082873,31.013582,0,0,,
252.979046,0.003787,3.208,0.012211,31.069171,31.009044,0,0,,
253.977437,-0.001024,3.2074,-0.003194,31.074973,31.018513,0,0,,
254.977851,-0.003887,3.207,-0.012415,31.074088,31.011762,0,0,,
255.977028,-0.001402,3.2072,-0.004415,31.080307,30.998916,0,0,,
256.976821,0.04436,3.2069,0.14298,31.074113,31.020586,0,0,,
257.976771,-0.001817,3.208,-0.005778,31.073822,31.00783,0,0,,
259.977071,-0.002559,3.2065,-0.008162,31.072672,31.00008,0,0,,
261.978555,0.003772,3.2075,0.012106,31.085921,31.00563,0,0,,
262.978547,0.000973,3.2075,0.003139,31.083595,31.006237,0,0,,
263.978814,0.003871,3.208,0.012409,31.092217,31.011927,0,0,,
265.979384,0.004624,3.2066,0.014829,31.069285,31.02749,0,0,,
266.978001,0.005051,3.2071,0.016207,31.060005,31.002078,0,0,,
267.978063,0.00266,3.2063,0.008507,31.090737,30.997614,0,0,,
268.979633,0.006724,3.2056,0.021554,31.083127,31.009069,0,0,,
269.978065,0.005324,3.2059,0.017099,31.075745,31.009752,0,0,,
270.976654,0.00379,3.2066,0.012133,31.103531,31.001611,0,0,,
271.979099,-0.000819,3.2069,-0.002572,31.085694,31.001003,0,0,,
272.978055,0.005329,3.2067,0.017121,31.069285,31.010625,0,0,,
273.980713,0.00145,3.2052,0.00467,31.092242,31.005353,0,0,,
274.98115,-0.001142,3.2064,-0.003613,31.073987,31.007995,0,0,,
277.981957,0.000121,3.2062,0.000444,31.080284,31.011359,0,0,,
278.980191,0.001748,3.2068,0.00567,31.08213,30.992674,0,0,,
279.978261,-0.001719,3.2055,-0.005453,31.072459,30.9962,0,0,,
280.97789,0.000427,3.2066,0.001441,31.083001,31.010777,0,0,,
281.977238,-0.002251,3.2061,-0.007167,31.06792,31.00926,0,0,,
282.976952,-0.000218,3.2044,-0.00067,31.084417,31.022825,0,0,,
283.977353,-0.000654,3.2054,-0.002068,31.086301,31.000877,0,0,,
285.979531,0.004005,3.2058,0.01294,31.07706,31.009601,0,0,,
286.975839,0.004752,3.206,0.015266,31.093761,31.013471,0,0,,
287.975839,-0.0000307,3.2055,-0.0000678,31.085797,31.002939,0,0,,
288.977377,0.000665,3.2056,0.002184,31.094355,31.001966,0,0,,
289.977349,0.000637,3.2062,0.002085,31.088223,30.999133,0,0,,
290.988407,-0.001657,3.2054,-0.005233,31.086908,31.003684,0,0,,
291.980089,0.005741,3.2044,0.018485,31.081067,30.99711,0,0,,
292.981884,0.00113,3.2051,0.003649,31.084115,31.00639,0,0,,
293.98191,0.0000793,3.2055,0.000275,31.076391,31.009298,0,0,,
294.978706,0.006729,3.2063,0.021669,31.069084,31.012257,0,0,,
295.978097,0.00518,3.2045,0.016648,31.073914,30.995089,0,0,,
296.978007,0.004594,3.2035,0.014788,31.094178,31.010955,0,0,,
297.978607,0.003047,3.2045,0.009813,31.081031,31.019438,0,0,,
298.977084,0.006219,3.2045,0.02,31.084912,31.004621,0,0,,
299.976268,0.00658,3.2056,0.021181,31.092231,31.005708,0,0,,
300.978766,0.001741,3.2045,0.005578,31.079298,31.012573,0,0,,
301.978126,0.000663,3.2045,0.002163,31.074924,31.011865,0,0,,
302.98107,-0.000763,3.2047,-0.002435,31.07849,31.016897,0,0,,
303.982283,0.002295,3.2048,0.007357,31.074028,31.012068,0,0,,
304.979629,0.003443,3.2046,0.011061,31.074177,31.005618,0,0,,
305.978786,0.001201,3.2039,0.003862,31.091511,31.004255,0,0,,
306.980969,0.002783,3.2049,0.008945,31.076682,31.005923,0,0,,
307.980823,0.001895,3.2045,0.006117,31.082055,31.011663,0,0,,
308.979608,0.001316,3.2041,0.004261,31.086012,31.002788,0,0,,
309.980557,0.005486,3.2037,0.017656,31.087794,31.001271,0,0,,
311.977356,0.005455,3.205,0.017532,31.097326,31.001271,0,0,,
312.978697,0.004006,3.2034,0.012871,31.076606,31.015746,0,0,,
313.981748,-0.000299,3.2039,-0.000952,31.077467,31.007442,0,0,,
314.977363,0.004727,3.2043,0.015183,31.088427,30.996771,0,0,,
315.980746,-0.000899,3.2042,-0.002869,31.091435,31.010778,0,0,,
316.977287,0.000168,3.2038,0.000578,31.084307,31.002183,0,0,,
317.977473,0.002837,3.2038,0.009154,31.096896,31.014039,0,0,,
318.977309,0.001425,3.2034,0.004606,31.073497,31.023636,0,0,,
319.980591,0.003857,3.2048,0.012403,31.088402,31.010678,0,0,,
320.97746,0.001381,3.2038,0.004474,31.091447,31.017023,0,0,,
321.976224,0.00548,3.2042,0.017622,31.089387,31.008363,0,0,,
322.977972,0.001832,3.2036,0.005898,31.084154,31.018895,0,0,,
323.977363,0.003518,3.2037,0.011308,31.082295,31.019236,0,0,,
324.97927,0.002295,3.2052,0.007407,31.078895,31.025001,0,0,,
325.978648,0.050222,3.2043,0.16121,31.097427,31.016771,0,0,,
326.977421,0.004621,3.2043,0.014876,31.085682,31.010891,0,0,,
328.97543,0.0000969,3.2053,0.000374,31.074571,31.012978,0,0,,
329.976906,0.00647,3.2038,0.02081,31.082357,31.017099,0,0,,
330.977613,0.005865,3.2031,0.018854,31.076492,31.026631,0,0,,
331.97814,0.006234,3.2036,0.020026,31.086429,31.008705,0,0,,
332.979077,0.004911,3.2038,0.015803,31.082965,31.018439,0,0,,
333.977886,0.000359,3.203,0.00119,31.086505,31.01318,0,0,,
334.979096,0.003255,3.2027,0.010475,31.073749,30.996757,0,0,,
335.981798,0.000498,3.2023,0.001595,31.085923,31.002332,0,0,,
336.976811,0.000308,3.2036,0.001036,31.07505,31.018957,0,0,,
337.979936,0.007644,3.2043,0.024546,31.077213,31.007188,0,0,,
338.980103,0.004583,3.2033,0.014743,31.081081,31.003723,0,0,,
339.982275,0.002425,3.2036,0.007817,31.086188,31.016164,0,0,,
340.984817,0.00172,3.203,0.00551,31.11027,31.014949,0,0,,
341.976989,-0.001701,3.2032,-0.005418,31.086945,31.002988,0,0,,
342.978594,-0.003275,3.2023,-0.010475,31.081131,30.992408,0,0,,
343.976337,0.001829,3.203,0.005879,31.084165,31.016707,0,0,,
344.975467,0.003296,3.2028,0.010585,31.087932,31.016808,0,0,,
345.976415,-0.001247,3.2033,-0.003959,31.083735,31.023242,0,0,,
346.976746,0.003306,3.2041,0.010631,31.074278,31.009386,0,0,,
347.976557,0.00504,3.2032,0.016147,31.073836,30.997578,0,0,,
348.980163,-0.000691,3.2038,-0.002184,31.080206,31.015314,0,0,,
349.979834,0.002001,3.2039,0.006496,31.076845,31.012685,0,0,,
350.977615,0.006823,3.2034,0.021854,31.073469,31.017743,0,0,,
351.978004,-0.002616,3.2028,-0.008352,31.071889,31.017628,0,0,,
353.978731,0.002438,3.203,0.007797,31.077172,31.024379,0,0,,
354.979232,0.00125,3.2031,0.004031,31.078334,31.021874,0,0,,
355.979608,-0.001234,3.2029,-0.003917,31.073241,31.025946,0,0,,
356.980157,-0.001974,3.2038,-0.006283,31.082255,31.026162,0,0,,
357.977625,0.004342,3.2038,0.013909,31.089207,31.003783,0,0,,
358.978697,0.003238,3.2028,0.010383,31.088146,31.020687,0,0,,
359.983838,0.001624,3.2033,0.005225,31.083682,31.027223,0,0,,
360.976575,0.006418,3.2037,0.02057,31.076616,31.022356,0,0,,
361.977722,-0.002223,3.2025,-0.007098,31.087083,31.011925,0,0,,
362.976554,0.001194,3.2035,0.003848,31.077008,31.034113,0,0,,
363.977959,0.007627,3.203,0.024433,31.08846,31.022468,0,0,,
364.980382,0.00213,3.2028,0.006855,31.093061,31.010571,0,0,,
365.981422,-0.000684,3.2033,-0.002135,31.072785,31.020358,0,0,,
366.980567,0.001993,3.2024,0.006417,31.080749,31.017324,0,0,,
367.979073,-0.001758,3.2039,-0.005616,31.072835,31.038006,0,0,,
368.975943,0.002746,3.2023,0.008793,31.07956,31.025667,0,0,,
369.977618,0.004667,3.2025,0.014952,31.079776,31.028082,0,0,,
370.978622,0.003797,3.2034,0.012163,31.084491,31.023999,0,0,,
371.980662,0.001786,3.2035,0.005816,31.07415,31.027956,0,0,,
373.006269,0.008345,3.2035,0.026767,31.090786,31.014162,0,0,,
374.976282,0.003526,3.203,0.011296,31.081393,31.011002,0,0,,
0,0.060146,3.2042,0.060146,31.079194,31.024567,0,0,,
0.936758,-2.9628,3.1343,-2.9628,31.07525,31.011091,1.05788443364385,0.337518563520994,,
1.936636,-2.9954,3.1287,-2.9954,31.072214,31.029686,1.04450156907258,0.333845229351673,,
2.936444,-3.0149,3.1229,-3.0149,31.094894,31.038801,1.0358220836512,0.331685959733324,,
3.941277,-3.0115,3.1184,-3.0115,31.079737,31.019977,1.03549726050141,0.33206043499917,,
4.940526,-3.0087,3.1178,-3.0087,31.073239,31.019345,1.03626150829262,0.332369461893841,,
