Time (s),Current (A),Voltage (V),Power (W),Cell Temp (C),Chamber Temp (C)
10144.901116,0.00348,3.1644,0.011027,40.320134,40.520985
10145.897684,0.001826,3.1664,0.005833,40.293031,40.509168
10146.900185,0.004537,3.1646,0.014346,40.298804,40.511301
10147.899035,0.000877,3.165,0.002772,40.310897,40.50702
10148.898889,0.004285,3.1642,0.013551,40.306734,40.522505
10149.898132,0.001735,3.1666,0.005515,40.297572,40.511889
10150.897677,-0.002089,3.1646,-0.006595,40.316335,40.524828
10151.897743,-0.001188,3.165,-0.003755,40.30643,40.500007
10152.898944,3.4E+038,3.1652,0.17142,40.298838,40.523706
10153.900016,0.003056,3.1651,0.009668,40.300359,40.503396
10154.898451,-0.001869,3.165,-0.005894,40.300374,40.506322
10155.897866,-0.001357,3.165,-0.004295,40.307009,40.504587
10156.903757,0.051754,3.1656,0.16375,40.304726,40.496483
10157.901937,0.005479,3.1661,0.01735,40.310623,40.488917
10158.901845,-0.003247,3.1641,-0.010222,40.306445,40.512029
10159.901066,0.004998,3.1638,0.015869,40.315877,40.510907
10160.902335,-0.001772,3.165,-0.005578,40.2951,40.501413
10161.90026,-0.000728,3.164,-0.002241,40.280494,40.522829
10162.897136,0.008237,3.1649,0.026114,40.302717,40.522126
10163.896204,0.006016,3.1647,0.019089,40.299407,40.517725
10164.896335,0.007456,3.1649,0.023644,40.312342,40.519744
10165.897465,0.006462,3.1637,0.020475,40.310737,40.496309
10166.89759,-0.002052,3.1638,-0.006427,40.305344,40.513474
10167.895982,0.007276,3.1638,0.023042,40.305089,40.511764
10168.898591,-0.001207,3.1641,-0.003758,40.311201,40.517875
10169.906033,-0.001599,3.1654,-0.005,40.302029,40.502883
10170.901316,-0.000495,3.1644,-0.001543,40.293121,40.509257
10171.899947,0.007019,3.1638,0.022269,40.312068,40.498003
10172.89741,0.006161,3.1644,0.019532,40.303948,40.510259
10173.896992,0.01347,3.1646,0.042672,40.305154,40.502733
10174.897883,-0.000536,3.1648,-0.001658,40.310313,40.50389
10175.897989,3.4E+038,3.1644,0.17311,40.30473,40.515044
10176.903545,0.005069,3.1637,0.016054,40.294726,40.509407
10177.904562,0.00796,3.1647,0.025173,40.30819,40.503222
10178.90754,-0.000642,3.164,-0.001992,40.309735,40.503675
10179.906543,0.052906,3.1643,0.16961,40.290035,40.514541
10180.902057,0.000094,3.1642,0.00036,40.312432,40.511102
10181.897428,0.003275,3.1646,0.010391,40.29656,40.490502
10182.897525,0.005752,3.1653,0.018259,40.302283,40.505684
10183.896819,0.006148,3.1646,0.01951,40.301291,40.509058
10184.898774,3.4E+038,3.1641,0.18269,40.299432,40.507199
10185.900702,-0.00189,3.165,-0.005944,40.315268,40.505205
10186.898686,0.008389,3.164,0.026571,40.304192,40.507593
10187.898473,0.007291,3.1644,0.023114,40.309521,40.508555
10188.89777,0.002881,3.1648,0.009159,40.314855,40.501153
10189.896941,0.001431,3.1633,0.004573,40.298001,40.502494
10190.901645,0.007005,3.1639,0.022191,40.305658,40.514879
10191.897389,3.4E+038,3.1639,0.15083,40.295269,40.521229
10192.897235,-0.000631,3.1648,-0.001999,40.303639,40.514316
10193.896982,-0.000917,3.1641,-0.002883,40.301042,40.543373
10194.897258,0.001853,3.1647,0.005867,40.303639,40.519774
10195.89723,0.000196,3.1655,0.000631,40.294516,40.49901
10196.900476,3.4E+038,3.1651,0.1586,40.309336,40.516011
10197.900093,0.000952,3.1651,0.003047,40.295105,40.525067
10198.89969,-0.000243,3.1634,-0.000748,40.302059,40.501821
10199.902509,0.001617,3.1646,0.005128,40.282149,40.51466
10200.897896,0.000968,3.1637,0.003095,40.305533,40.505659
10201.898105,0.005458,3.164,0.017287,40.301545,40.499489
10202.897416,0.0012,3.1631,0.003802,40.298305,40.502434
10203.896821,0.009054,3.1642,0.028684,40.296665,40.50989
10204.895865,0.004543,3.1633,0.014418,40.300354,40.50521
10205.898322,0.003392,3.1645,0.010759,40.282433,40.518583
10206.896654,0.006057,3.1646,0.019236,40.307582,40.504069
10207.896498,0.006274,3.1658,0.019914,40.309875,40.514002
10208.897067,0.003079,3.1636,0.009779,40.309262,40.511206
10209.898141,0.004257,3.164,0.013549,40.310752,40.507967
10210.900207,0.000121,3.1634,0.000429,40.295184,40.49604
10211.897017,0.003361,3.1647,0.010739,40.302876,40.498636
10212.896917,0.004326,3.1639,0.013754,40.301156,40.494006
10213.898787,0.005939,3.165,0.018863,40.304396,40.508161
10214.897721,-0.000738,3.1645,-0.002295,40.295648,40.502688
10215.902995,0.001231,3.164,0.003941,40.296102,40.494774
10216.898633,0.000542,3.1645,0.00178,40.304406,40.499439
10217.897918,3.4E+038,3.1646,0.14971,40.309965,40.513728
10218.900658,-0.000782,3.1656,-0.002445,40.296705,40.483006
10219.899135,0.002106,3.164,0.006681,40.296361,40.498307
10220.897261,0.000146,3.1638,0.000497,40.292373,40.491046
10221.896734,-0.002562,3.1644,-0.008096,40.295234,40.504094
10222.896175,0.003762,3.165,0.011925,40.292787,40.493642
10223.931869,-0.002391,3.1647,-0.007509,40.295548,40.503316
10224.897288,0.005688,3.1639,0.018028,40.299651,40.518333
10225.896076,0.003826,3.1644,0.012115,40.289841,40.512163
10226.898226,0.005697,3.1642,0.018033,40.307083,40.506117
10227.898263,0.002517,3.1634,0.007985,40.283265,40.501587
10228.896889,0.002528,3.1647,0.007979,40.306605,40.523831
10229.897812,0.006133,3.1639,0.019411,40.307746,40.511146
10230.89639,0.00099,3.1657,0.003127,40.285972,40.495197
10231.900086,0.003768,3.1645,0.011935,40.299616,40.523028
10232.897631,-0.0000646,3.1651,-0.000206,40.296954,40.514909
10233.900239,-0.000461,3.1639,-0.001445,40.301999,40.499942
10234.902455,0.052626,3.1663,0.16866,40.299815,40.501034
10235.898885,0.003557,3.1667,0.011297,40.298808,40.500027
10236.896861,-0.000634,3.1646,-0.001965,40.302472,40.510239
10237.897106,3.4E+038,3.1664,0.21366,40.291306,40.50526
10238.896709,-0.0012,3.1639,-0.003752,40.283739,40.514431
10239.897473,0.000659,3.1651,0.002146,40.285883,40.498018
10240.896269,-0.001801,3.1648,-0.005641,40.298594,40.4929
10241.896466,-0.002827,3.1648,-0.008907,40.304167,40.507568
10242.897046,-0.00321,3.1638,-0.010074,40.286625,40.510768
10243.895542,0.005945,3.1642,0.018863,40.290264,40.50058
10244.898149,3.4E+038,3.1646,0.1485,40.300239,40.519649
10245.896452,3.4E+038,3.1642,0.17579,40.293714,40.50694
10246.89909,-0.002596,3.1642,-0.008165,40.299122,40.497066
10247.898454,0.050613,3.1633,0.16073,40.290274,40.515507
10248.89696,0.007557,3.1651,0.023957,40.303564,40.507329
10249.897025,0.005734,3.1635,0.018183,40.28194,40.511176
10250.897152,0.002457,3.1637,0.007813,40.29172,40.514042
10251.89746,0.001123,3.1643,0.003619,40.291605,40.498646
10252.897041,0.008675,3.1647,0.027492,40.294192,40.490318
10253.899642,0.007311,3.1648,0.023172,40.303828,40.504318
10254.896662,0.003703,3.1645,0.011752,40.304167,40.510478
10255.898197,0.004292,3.1646,0.013594,40.295409,40.501358
10256.898394,0.003374,3.165,0.010713,40.295872,40.510553
10257.899487,0.008573,3.1644,0.027182,40.288131,40.50536
10258.898754,0.009465,3.1645,0.02998,40.288555,40.524703
10259.897051,0.004114,3.1651,0.013045,40.305588,40.509716
10260.896433,0.006362,3.1653,0.020162,40.29823,40.517277
10261.896895,0.007095,3.1648,0.022492,40.299222,40.522635
10262.895938,-0.000389,3.1651,-0.001225,40.291755,40.51153
10263.897281,0.008115,3.1641,0.025718,40.300578,40.513439
10264.896734,0.003054,3.164,0.009696,40.302034,40.528356
10265.900913,0.000165,3.1641,0.000522,40.301854,40.5209
10266.897832,0.002057,3.1653,0.006528,40.297841,40.510339
10267.896261,-0.00106,3.1641,-0.003358,40.303863,40.530549
10268.896727,0.000815,3.1644,0.002592,40.293704,40.540402
10269.900358,0.000482,3.1635,0.001529,40.310538,40.519395
10270.898102,-0.0000469,3.1649,-0.000159,40.303724,40.520222
10271.898211,0.000673,3.1642,0.002129,40.296147,40.5101
10272.899897,0.000523,3.164,0.001657,40.289686,40.524743
10273.899007,0.001285,3.1646,0.004083,40.280299,40.538279
10274.899507,0.003455,3.1637,0.010955,40.298843,40.516071
10275.896097,0.000318,3.1637,0.001032,40.288958,40.519285
10276.896646,-0.000631,3.1641,-0.001978,40.294123,40.514261
10277.897031,0.003126,3.1657,0.009916,40.298669,40.504617
10278.896906,0.002949,3.1648,0.009397,40.294382,40.513429
10279.896741,0.003125,3.1645,0.009953,40.299307,40.5038
10280.898769,-0.001211,3.1644,-0.003822,40.30167,40.522899
10281.899226,0.001973,3.1634,0.006284,40.30164,40.518503
10282.899284,0.005501,3.165,0.017478,40.283335,40.514027
10283.899037,0.00053,3.1655,0.001733,40.290902,40.508495
10284.896195,-0.000696,3.1655,-0.00214,40.289811,40.525959
10285.896623,0.002603,3.1656,0.008299,40.294741,40.514516
10286.897541,0.004015,3.1646,0.012772,40.301495,40.533275
10287.896885,-0.00171,3.1647,-0.00539,40.296012,40.518697
10288.896039,-0.002277,3.1638,-0.007174,40.289098,40.522699
10289.898012,-0.002261,3.1639,-0.007124,40.294013,40.514879
10290.900403,0.001328,3.1647,0.004255,40.296889,40.507932
10291.899208,3.4E+038,3.1656,0.14647,40.292159,40.525032
10292.897467,3.4E+038,3.1653,0.1561,40.286187,40.506691
10293.899246,-0.000995,3.1641,-0.003102,40.301495,40.535094
10294.897906,3.4E+038,3.1642,0.15986,40.299073,40.508295
10295.895062,-0.000457,3.1653,-0.001437,40.284267,40.525874
10296.895641,0.005407,3.1644,0.017107,40.291411,40.503546
10297.896651,0.004649,3.1652,0.014693,40.284058,40.528575
10298.896135,0.003897,3.1646,0.012328,40.28329,40.509252
10299.895584,-0.002606,3.1651,-0.008253,40.291331,40.505649
10300.897084,0.003744,3.1652,0.011852,40.296431,40.508928
10301.895966,-0.002184,3.1684,-0.006817,40.289163,40.502389
10302.897421,-0.001564,3.1672,-0.00491,40.295414,40.520282
10303.897213,-0.000582,3.1648,-0.001817,40.288111,40.524259
10304.896608,-0.000553,3.165,-0.001732,40.306016,40.508325
10305.897891,0.007096,3.1637,0.022455,40.298599,40.50382
10306.900321,-0.000831,3.1655,-0.002627,40.283066,40.513394
10307.897389,-0.003866,3.1642,-0.012222,40.284796,40.510394
10308.899651,3.4E+038,3.1649,0.14086,40.284876,40.517022
10309.900254,-0.002425,3.1654,-0.007643,40.285225,40.532652
10310.898334,-0.002686,3.1651,-0.008433,40.304476,40.52716
10311.898206,-0.004191,3.1645,-0.013216,40.29337,40.511326
10312.896635,0.004518,3.1635,0.014339,40.286695,40.53485
10313.899539,0.0000056,3.1651,0.0000078,40.291525,40.510209
10314.896455,0.002255,3.1646,0.007221,40.280773,40.501278
10315.896302,0.007537,3.1647,0.023901,40.287837,40.50834
10316.896579,0.005654,3.1657,0.01794,40.29001,40.510877
10317.897173,0.006144,3.1641,0.019464,40.283749,40.524628
10318.897332,0.009555,3.1648,0.030267,40.301042,40.507353
10319.899054,-0.001048,3.1644,-0.003292,40.299606,40.50701
10320.899471,0.051881,3.1646,0.16531,40.280499,40.515921
10321.899257,-0.000331,3.1647,-0.000985,40.296675,40.511719
10322.896891,-0.000917,3.1645,-0.002886,40.287313,40.502723
10323.903572,-0.002708,3.1653,-0.008499,40.297263,40.507578
10324.89706,-0.000209,3.1642,-0.000667,40.297403,40.527364
10325.896586,0.002273,3.1646,0.007224,40.289746,40.528805
10326.898265,0.009486,3.1641,0.030038,40.288878,40.515203
10327.898851,0.000569,3.1637,0.001826,40.306046,40.518543
10328.896685,0.001026,3.1644,0.003255,40.288619,40.528042
10329.901252,-0.000168,3.1645,-0.00052,40.297931,40.542082
10330.898917,-0.00043,3.1638,-0.001357,40.291491,40.51927
10331.899712,-0.00048,3.1653,-0.001509,40.301281,40.526876
10332.899046,0.000557,3.163,0.00176,40.286974,40.522031
10333.900348,-0.00078,3.1651,-0.002438,40.30966,40.518154
10334.896831,0.001166,3.164,0.003702,40.291555,40.518607
10335.897185,-0.000124,3.1649,-0.00037,40.299461,40.50541
10336.897919,0.001288,3.1663,0.004104,40.291969,40.525934
10337.895309,0.005346,3.1645,0.016991,40.297891,40.510025
10338.896151,0.010387,3.1653,0.032918,40.301859,40.523088
10339.908283,0.002233,3.1643,0.007077,40.282189,40.517247
10340.907284,0.008588,3.1636,0.027214,40.290693,40.522475
10341.899609,0.000906,3.1636,0.002897,40.298574,40.513982
10342.897412,0.006698,3.1662,0.02131,40.298096,40.510229
10343.896034,-0.000623,3.1652,-0.001911,40.309012,40.502225
10344.897125,0.008213,3.164,0.026032,40.297732,40.516414
10345.895707,-0.000641,3.1643,-0.001969,40.272169,40.493039
10346.899226,0.00472,3.1648,0.015047,40.293141,40.529288
10347.898859,0.005656,3.1645,0.017952,40.290269,40.511136
10348.898062,-0.000952,3.1649,-0.00295,40.291864,40.515642
10349.898262,-0.001313,3.1647,-0.004089,40.2852,40.521349
10350.898739,-0.000155,3.1638,-0.000446,40.286894,40.541598
10351.896434,-0.001859,3.1651,-0.005821,40.28668,40.535927
10352.896825,-0.000955,3.1645,-0.002987,40.300249,40.528391
10353.89727,3.4E+038,3.1645,0.16617,40.289457,40.525241
10354.897121,0.003265,3.1644,0.01037,40.297851,40.504527
10355.895215,-0.0008,3.1651,-0.002518,40.304312,40.500072
10356.89596,0.000569,3.1643,0.001838,40.289342,40.520397
10357.900049,0.010019,3.1649,0.031784,40.294123,40.531725
10358.896255,-0.001769,3.1647,-0.005516,40.283584,40.521917
10359.899506,0.001435,3.1643,0.004562,40.282617,40.531501
10360.899214,0.00663,3.1646,0.021048,40.289621,40.520676
10361.896394,-0.002801,3.1653,-0.008795,40.272772,40.52857
10362.896341,3.4E+038,3.1632,0.0823,40.291805,40.52104
10363.89596,-0.000772,3.1647,-0.002433,40.285484,40.523452
10364.896818,-0.000741,3.1649,-0.002308,40.299147,40.500366
10365.900002,-0.000744,3.1639,-0.0023,40.295483,40.502888
10366.898076,-0.000416,3.1641,-0.001257,40.293111,40.51616
10367.901045,0.002982,3.1639,0.009463,40.280414,40.5162
10368.900653,0.002999,3.165,0.009525,40.27193,40.506262
10369.897025,0.002737,3.164,0.008729,40.297757,40.523716
10370.897945,0.003751,3.1655,0.011967,40.286471,40.516434
10371.896916,0.008268,3.1653,0.026249,40.292488,40.524269
10372.896882,0.004023,3.165,0.012782,40.283829,40.533076
10373.894751,-0.002227,3.1639,-0.006992,40.28994,40.538822
10374.895475,0.00292,3.1643,0.009317,40.293051,40.536475
10375.894319,-0.000336,3.1643,-0.001021,40.291231,40.522649
10376.899158,0.002746,3.1651,0.008761,40.280793,40.514396
10377.911874,0.003128,3.1639,0.009966,40.280957,40.520745
10378.897747,0.002913,3.1659,0.009202,40.282024,40.522904
10379.897243,0.000381,3.1646,0.001213,40.291211,40.524449
10380.898279,0.003297,3.1649,0.01047,40.288051,40.500186
10381.897008,0.0049,3.1647,0.01554,40.273545,40.51297
10382.898217,-0.000155,3.1641,-0.00048,40.28327,40.515418
10383.897806,0.002842,3.1644,0.009007,40.274163,40.531052
10384.898441,0.000709,3.1654,0.002217,40.274048,40.510927
10385.898355,0.001732,3.1636,0.005473,40.286107,40.52262
10386.895771,-0.002411,3.1653,-0.007623,40.294467,40.518244
10387.897963,0.00205,3.1651,0.00652,40.282996,40.50059
10388.896417,-0.000603,3.1634,-0.001901,40.287852,40.522545
10389.895584,0.00149,3.1638,0.004731,40.287667,40.48816
10390.896131,-0.0000278,3.1639,-0.0000851,40.296226,40.50072
10391.895829,-0.001272,3.1647,-0.004029,40.287567,40.497884
10392.895884,0.001489,3.1643,0.004725,40.285947,40.505724
10393.89547,0.000757,3.1651,0.002429,40.283968,40.505928
10394.903395,-0.000479,3.1662,-0.001519,40.287732,40.501687
10395.89985,0.006212,3.1654,0.019686,40.282627,40.520232
10396.894979,-0.001094,3.1631,-0.003415,40.278839,40.501527
10397.895767,3.4E+038,3.1635,0.15946,40.286516,40.5052
10398.896909,0.002557,3.1647,0.008128,40.279452,40.514147
10399.896607,0.000877,3.1646,0.002794,40.286242,40.501652
10400.894385,0.006114,3.165,0.019404,40.289766,40.497171
10401.895684,0.002893,3.1638,0.009187,40.296246,40.514565
10402.897186,0.003284,3.1643,0.010458,40.273231,40.507927
10403.896482,0.004818,3.1645,0.015323,40.294412,40.503272
10404.898995,0.000364,3.1636,0.00119,40.288325,40.505554
10405.897928,0.006791,3.1644,0.021523,40.282947,40.516913
10406.897066,3.4E+038,3.1643,0.15582,40.277358,40.507687
10407.897178,0.001907,3.1636,0.006072,40.27855,40.501602
10408.896061,0.00232,3.1648,0.007377,40.278266,40.518054
10409.895038,0.006157,3.1652,0.019544,40.276925,40.518533
10410.89518,0.002535,3.1646,0.008093,40.281302,40.542919
10411.895146,0.005768,3.1659,0.018385,40.2867,40.513753
10412.894923,0.001944,3.1649,0.006225,40.295808,40.519584
10413.89433,-0.001947,3.1651,-0.006101,40.288395,40.519086
10414.896522,0.00098,3.1644,0.003134,40.278904,40.535065
10415.901791,-0.001412,3.164,-0.004456,40.296974,40.51311
10416.895019,-0.00071,3.1647,-0.002191,40.286272,40.512961
10417.898615,0.006116,3.1647,0.01943,40.284866,40.507917
10418.895535,0.004568,3.165,0.014519,40.295533,40.512034
10419.896041,-0.000439,3.1655,-0.001324,40.270863,40.511381
10420.89707,3.4E+038,3.1642,0.1708,40.292548,40.510867
10421.898355,-0.001548,3.1651,-0.004824,40.291341,40.527125
10422.898376,0.008262,3.1646,0.026234,40.287543,40.530968
10423.895198,0.000619,3.1643,0.001992,40.289123,40.515812
10424.898602,-0.000598,3.1643,-0.001838,40.277239,40.523213
10425.900672,0.000165,3.1645,0.000573,40.286974,40.514027
10426.89481,0.001783,3.1643,0.005701,40.286062,40.514207
10427.896348,0.00305,3.1646,0.009713,40.290065,40.524758
10428.89578,-0.003182,3.1645,-0.01001,40.270928,40.523088
10429.896001,-0.0000263,3.1663,0.0000331,40.279248,40.533226
10430.89551,-0.000875,3.1647,-0.00273,40.291192,40.523337
10431.895225,0.0002,3.1641,0.0007,40.28186,40.50855
10432.897501,0.056169,3.1645,0.17941,40.283814,40.502135
10433.896224,-0.001295,3.1648,-0.004092,40.281935,40.512627
10434.90058,0.006552,3.1649,0.020811,40.278435,40.529139
10435.896219,-0.000132,3.1649,-0.000361,40.284342,40.525949
10436.89725,0.001391,3.1658,0.004468,40.294427,40.529846
10437.894463,-0.001702,3.1646,-0.005308,40.281606,40.507568
10438.894869,0.000378,3.1634,0.001227,40.295424,40.513016
10439.895588,0.008315,3.1644,0.026395,40.287388,40.50862
10440.899409,0.006925,3.165,0.021941,40.285798,40.520492
10441.896026,0.007171,3.1645,0.022783,40.276925,40.507982
10442.897262,0.005952,3.1648,0.018904,40.28666,40.511166
10443.896798,0.009592,3.1656,0.030413,40.282169,40.522684
10444.897263,0.004434,3.1656,0.014098,40.294128,40.522635
10445.898173,0.005168,3.1649,0.016396,40.280539,40.518508
10446.899295,-0.00041,3.164,-0.001262,40.27347,40.519081
10447.897542,0.001648,3.1659,0.00523,40.289876,40.516928
10448.896105,0.001247,3.1637,0.00398,40.295344,40.522759
10449.895824,0.000682,3.1641,0.002187,40.279298,40.528546
10450.896414,-0.0000676,3.1636,-0.000197,40.297542,40.507493
10451.894312,0.000827,3.1642,0.002657,40.280359,40.530335
10452.895557,-0.000013,3.1636,-0.0000178,40.302343,40.511929
10453.912082,0.001646,3.1648,0.005205,40.286506,40.520835
10454.894013,0.001807,3.165,0.005774,40.284198,40.532717
10455.895398,0.002631,3.1639,0.008319,40.289985,40.527225
10456.898778,0.00774,3.1642,0.024529,40.284776,40.517651
10457.89806,0.008461,3.1651,0.026813,40.281815,40.510688
10458.895187,0.002665,3.1644,0.008437,40.288305,40.512811
10459.898635,0.001863,3.1634,0.005913,40.286107,40.510977
10460.897282,-0.000255,3.1637,-0.000797,40.28341,40.527928
10461.897604,0.001542,3.1649,0.004877,40.272154,40.538504
10462.896203,0.001264,3.166,0.003996,40.279153,40.518578
10463.895924,-0.000889,3.1639,-0.002796,40.298455,40.539695
10464.896254,0.001338,3.1643,0.004273,40.285279,40.519609
10465.895225,0.001828,3.1644,0.005783,40.279791,40.536679
10466.896196,0.004941,3.1643,0.01566,40.277069,40.539416
10467.896188,0.008785,3.1658,0.02787,40.289038,40.553201
10468.898557,0.010474,3.1653,0.033189,40.286077,40.530958
10469.897526,0.00907,3.1664,0.028712,40.276571,40.527275
10470.898229,0.01088,3.1658,0.034451,40.282882,40.526672
10471.898873,0.006707,3.1656,0.021252,40.287258,40.529592
10472.898458,0.007187,3.1663,0.022751,40.295603,40.526293
10473.895103,0.009866,3.1651,0.031263,40.288151,40.525755
10474.895163,3.4E+038,3.1655,0.18229,40.277259,40.522505
10475.894258,0.004049,3.1656,0.012837,40.290035,40.516724
10476.897045,0.000334,3.1644,0.001131,40.283206,40.51317
10477.89496,0.012077,3.1652,0.038278,40.276346,40.520501
10478.895479,0.008368,3.165,0.026515,40.281162,40.516948
10479.894829,0.008504,3.1653,0.026952,40.285354,40.526597
10480.897551,0.006801,3.1658,0.021571,40.280524,40.524314
10481.896858,0.005337,3.164,0.016932,40.294576,40.517626
10482.895804,0.005411,3.1655,0.017173,40.285195,40.538444
10483.897809,0.005917,3.165,0.018795,40.292523,40.523213
10484.894452,0.008438,3.165,0.026748,40.284063,40.531491
10485.895713,-0.000704,3.1647,-0.002185,40.282129,40.520825
10486.896096,-0.000404,3.164,-0.001216,40.296221,40.53346
10487.898891,-0.000172,3.1643,-0.000487,40.295459,40.532697
10488.898968,-0.000554,3.1646,-0.001674,40.282433,40.530589
10489.897157,0.006192,3.1643,0.019649,40.286286,40.521344
10490.899599,0.003394,3.1644,0.010734,40.281979,40.527589
10491.896485,-0.002037,3.1656,-0.006396,40.286247,40.53331
10492.894917,-0.002836,3.1665,-0.008979,40.270903,40.536889
10493.894593,0.005618,3.1657,0.017829,40.271855,40.526198
10494.89606,-0.002022,3.1647,-0.006369,40.294252,40.534766
10495.894296,-0.001963,3.1638,-0.006156,40.279821,40.537801
10496.894919,-0.002942,3.1649,-0.009249,40.293564,40.52098
10497.92143,0.001982,3.1649,0.00628,40.293176,40.523866
10498.895185,-0.002789,3.166,-0.00879,40.293829,40.524519
10499.89684,3.4E+038,3.166,0.15487,40.29158,40.53646
10500.897023,0.002543,3.1661,0.008048,40.290175,40.53651
10501.899809,-0.003138,3.165,-0.00987,40.282922,40.563094
10502.897029,0.000398,3.1658,0.001254,40.282623,40.528232
10503.893754,0.002426,3.1641,0.007743,40.289123,40.530729
10504.896226,3.4E+038,3.1653,0.15041,40.279547,40.528795
10505.89605,-0.001528,3.1641,-0.004835,40.291944,40.513903
10506.897265,-0.000547,3.165,-0.001666,40.289248,40.527215
10507.897926,0.005158,3.1648,0.016389,40.276361,40.522699
10508.894629,0.005349,3.1637,0.016996,40.293654,40.513065
10509.928069,0.008296,3.1637,0.026251,40.283615,40.545232
10510.894649,0.008075,3.1652,0.02558,40.296979,40.513115
10511.895658,0.010689,3.1645,0.033855,40.268081,40.530066
10512.899264,-0.002161,3.1644,-0.006805,40.294482,40.524808
10513.89598,0.050045,3.1651,0.15952,40.289931,40.545725
10514.893934,0.004928,3.1647,0.015598,40.283316,40.511824
10515.89419,0.008567,3.1639,0.027114,40.288251,40.545137
10516.894273,0.00241,3.1635,0.007644,40.275145,40.515298
10517.896487,0.005862,3.1661,0.018616,40.280519,40.525037
10518.898813,0.005816,3.1647,0.018437,40.273894,40.539515
10519.89999,-0.002364,3.1642,-0.007448,40.294173,40.536141
10520.895301,0.006763,3.1654,0.02145,40.28697,40.515478
10521.895164,0.003785,3.1646,0.012016,40.287293,40.523806
10522.894594,0.003212,3.1642,0.01019,40.285085,40.532149
10523.898171,3.4E+038,3.1645,0.15857,40.280055,40.507837
10524.894902,0.001373,3.1654,0.004348,40.295115,40.533081
10525.89819,0.000542,3.1646,0.001722,40.27018,40.52889
10526.895485,0.000983,3.1647,0.003116,40.283281,40.52707
10527.911466,0.000496,3.1654,0.001613,40.27849,40.53647
10528.894204,0.000433,3.1646,0.001376,40.274472,40.52263
10529.89431,0.001959,3.1643,0.006218,40.291655,40.515797
10530.893902,0.001393,3.1644,0.004413,40.289721,40.53351
10531.894065,0.002849,3.1641,0.009032,40.292817,40.528601
10532.894881,0.048303,3.1651,0.21919,40.270888,40.531417
10533.89305,-0.000132,3.1644,-0.00039,40.289637,40.519963
10534.89514,0.048778,3.1664,0.15275,40.276561,40.534905
10535.895169,0.001244,3.1652,0.003947,40.265415,40.532493
10536.894089,0.004024,3.1645,0.012769,40.278341,40.547599
10537.89374,0.000476,3.1654,0.001544,40.285783,40.52557
10538.897162,0.005522,3.165,0.01752,40.286013,40.519251
10539.897389,-0.000141,3.1639,-0.00043,40.265006,40.513165
10540.893447,0.006797,3.1647,0.021581,40.279637,40.514331
10541.896135,-0.002336,3.165,-0.007395,40.285399,40.516091
10542.908078,-0.004015,3.1646,-0.012663,40.277304,40.542197
10543.894853,0.001292,3.1642,0.004117,40.276252,40.53496
10544.897315,0.000277,3.1647,0.000921,40.282364,40.5458
10545.896627,0.004087,3.1664,0.013033,40.296117,40.52717
10546.898613,3.4E+038,3.164,0.15199,40.292039,40.539102
10547.898277,0.005087,3.1633,0.016166,40.275754,40.53519
10548.897186,0.004359,3.1646,0.013846,40.296207,40.513071
10549.898787,0.006145,3.1652,0.019494,40.286217,40.53037
10550.898643,0.001068,3.1644,0.003377,40.275729,40.526797
10551.896043,-0.000809,3.1644,-0.002506,40.278939,40.535464
10552.894476,0.000934,3.1645,0.003008,40.289662,40.532359
10553.895142,-0.000598,3.1644,-0.001848,40.289457,40.519057
10554.893878,-0.001229,3.165,-0.003858,40.2836,40.53212
10555.893117,-0.000121,3.1653,-0.000368,40.287703,40.538768
10556.893278,-0.001612,3.1648,-0.005071,40.278266,40.52424
10557.91061,-0.000666,3.166,-0.002057,40.286925,40.524529
10558.895504,0.0000925,3.1646,0.000327,40.281482,40.518723
10559.897807,-0.00177,3.1643,-0.00557,40.293326,40.534567
10560.895748,-0.001108,3.1646,-0.003448,40.277753,40.528093
10561.894083,-0.002233,3.1649,-0.007031,40.28531,40.517093
10562.893107,0.004795,3.1647,0.015179,40.285375,40.515702
10563.897329,-0.001487,3.1642,-0.004687,40.272459,40.531895
10564.896362,-0.000548,3.1651,-0.001665,40.284318,40.527016
10565.89633,0.004584,3.1646,0.014533,40.281736,40.512064
10566.898919,0.004723,3.1656,0.015047,40.286128,40.525551
10567.895216,-0.000917,3.165,-0.002875,40.290783,40.530934
10568.894025,0.000987,3.165,0.003157,40.278545,40.532887
10569.894124,0.002361,3.1652,0.0075,40.289991,40.529777
10570.894611,0.002208,3.1654,0.007043,40.281207,40.53191
10571.893929,0.004077,3.165,0.012915,40.277509,40.532578
10572.895401,-0.00088,3.1652,-0.002719,40.275968,40.533949
10573.89614,-0.00186,3.1652,-0.005873,40.289772,40.537562
10574.898541,0.00127,3.1641,0.004059,40.298515,40.527021
10575.902355,0.00181,3.1639,0.005727,40.271272,40.520886
10576.903457,0.003714,3.1657,0.01178,40.282289,40.519166
10577.896481,-0.001178,3.1635,-0.003703,40.294876,40.504464
10578.893742,-0.000138,3.1659,-0.000408,40.271422,40.531586
10579.897469,0.003485,3.1639,0.01106,40.290699,40.528666
10580.895676,-0.003493,3.1663,-0.010972,40.279956,40.540483
10581.897271,0.003051,3.165,0.009705,40.284577,40.543284
10582.89589,-0.000868,3.1653,-0.002715,40.291476,40.538175
10583.8976,0.000448,3.1663,0.001463,40.289159,40.523124
10584.894908,0.001518,3.1651,0.004812,40.282693,40.530485
