Time (s),Current (A),Voltage (V),Power (W),Cell Temp (C),Chamber Temp (C)
17892.784248,-3.0364,2.6211,-3.0364,40.384917,40.252461
17893.785239,-2.9872,2.6172,-2.9872,40.396294,40.236182
17894.785436,-2.9751,2.6112,-2.9751,40.420235,40.266312
17895.786907,-3.0326,2.6043,-3.0326,40.426521,40.24567
17896.785807,-2.9971,2.5972,-2.9971,40.420721,40.251878
17897.786261,-2.9793,2.5934,-2.9793,40.428024,40.266097
17898.784337,-2.9698,2.5861,-2.9698,40.444177,40.240766
17899.787397,-2.9819,2.5783,-2.9819,40.426955,40.24756
17900.785649,-3.0249,2.57,-3.0249,40.435782,40.253477
17901.784203,-2.9896,2.5647,-2.9896,40.444808,40.246856
17902.787409,-2.9493,2.5561,-2.9493,40.456087,40.249767
17903.785273,-3.0121,2.548,-3.0121,40.447912,40.251416
18280.855783,0.010776,2.593,0.027999,40.461107,40.244598
18281.834941,0.00491,2.6152,0.012903,40.462442,40.232832
18282.871106,0.001721,2.6246,0.004601,40.472071,40.251197
18283.831033,-0.000423,2.6299,-0.001044,40.464283,40.242316
18284.830919,0.005488,2.6341,0.014486,40.477191,40.253043
18285.832225,-0.002467,2.6373,-0.006463,40.493367,40.253209
18286.832129,-0.001655,2.6399,-0.004349,40.488371,40.244574
18287.830171,0.004201,2.6419,0.011104,40.485458,40.255853
18288.832539,0.003243,2.6453,0.008613,40.505711,40.271379
18289.832282,3.4E+038,2.6462,0.14108,40.506682,40.256338
18290.83293,0.004664,2.6495,0.012354,40.514055,40.254251
18291.831203,0.004668,2.651,0.012372,40.509349,40.245905
18292.83202,0.006036,2.6531,0.01604,40.51864,40.249739
18293.83888,0.00414,2.6539,0.011073,40.520192,40.237099
18294.835425,0.046864,2.6553,0.12642,40.532297,40.258668
18295.833149,0.002352,2.6573,0.006246,40.53203,40.258401
18296.832187,-0.001663,2.6583,-0.004419,40.517595,40.252333
18297.856527,0.000937,2.6574,0.002523,40.538747,40.234188
18298.833668,-0.000749,2.6589,-0.001975,40.530622,40.23807
18299.834819,0.004369,2.6601,0.011641,40.541925,40.25629
18300.833365,-0.00025,2.6627,-0.000631,40.540683,40.25905
18301.831977,-0.002492,2.6616,-0.006625,40.541728,40.25682
18302.831962,0.000122,2.6629,0.000341,40.541656,40.248014
18303.832076,-0.00107,2.6644,-0.002851,40.557423,40.245226
18304.831453,3.4E+038,2.6644,0.13038,40.550826,40.257186
18305.832337,0.004647,2.6667,0.012409,40.554557,40.256551
18306.830846,-0.002414,2.6671,-0.006414,40.559363,40.259175
18307.835756,0.001257,2.6679,0.003376,40.551672,40.257305
18308.834081,-0.001751,2.6685,-0.004667,40.576631,40.238237
18309.832028,0.001391,2.6668,0.003715,40.563536,40.244789
18310.830913,0.000754,2.6696,0.002007,40.565302,40.254199
18311.8312,0.000454,2.6698,0.001245,40.587497,40.237825
18312.853444,0.050094,2.6697,0.13449,40.56409,40.244252
18313.830609,-0.002949,2.6716,-0.007865,40.581407,40.248109
18314.831497,-0.001607,2.6704,-0.004235,40.582621,40.232219
18315.833362,0.000513,2.6716,0.00137,40.57726,40.231952
18316.835301,0.00288,2.6718,0.00768,40.590573,40.25109
18317.833385,-0.000426,2.672,-0.001119,40.57316,40.259874
18318.832935,0.00058,2.672,0.001605,40.593992,40.255238
18319.831133,-0.00342,2.6734,-0.009101,40.5824,40.239276
18320.831052,-0.000976,2.6732,-0.002598,40.595521,40.250946
18321.831538,-0.003651,2.6746,-0.009756,40.592317,40.245193
18322.832437,0.003639,2.6754,0.009719,40.591638,40.236872
18323.831498,0.003462,2.6756,0.009261,40.577789,40.248129
18324.830197,-0.001368,2.6742,-0.003599,40.593722,40.247327
18325.831189,-0.002201,2.6759,-0.00585,40.602795,40.247668
18326.84,0.000243,2.6759,0.000689,40.591517,40.245121
18327.850934,3.4E+038,2.6761,0.1508,40.606239,40.250021
18328.832639,-0.001436,2.6763,-0.003798,40.604176,40.252689
18329.831022,-0.001695,2.6781,-0.004503,40.591564,40.24262
18330.831992,-0.002513,2.6786,-0.006706,40.611816,40.262878
18331.830729,-0.002975,2.677,-0.007888,40.621613,40.27013
18332.833318,-0.002302,2.6773,-0.006114,40.621324,40.251281
18333.833176,3.4E+038,2.6798,0.13299,40.607547,40.249874
18334.832158,-0.002529,2.6795,-0.0067,40.610407,40.254555
18335.834085,3.4E+038,2.6791,0.12975,40.61208,40.266781
18336.832526,0.000681,2.6804,0.001912,40.614409,40.254191
18337.831774,0.000463,2.6801,0.001238,40.630903,40.25213
18338.831725,-0.002285,2.6806,-0.00611,40.623774,40.243543
18339.830459,-0.001735,2.6808,-0.004561,40.610144,40.224814
18340.830191,-0.001494,2.6816,-0.003956,40.624063,40.211808
18341.831393,-0.00067,2.6814,-0.001795,40.616449,40.252592
18342.848551,0.003784,2.6811,0.010145,40.600054,40.258391
18343.830883,-0.0015,2.6819,-0.003988,40.612906,40.246864
18344.83174,0.004533,2.6819,0.012149,40.618363,40.253051
18345.830825,0.00377,2.682,0.010099,40.607983,40.25213
18346.832362,0.002193,2.6829,0.005869,40.627122,40.242889
18347.830951,0.001677,2.6842,0.004509,40.627434,40.247204
18348.831394,0.000968,2.6831,0.002598,40.632019,40.239417
18349.833638,0.046846,2.6849,0.12522,40.622268,40.24422
18350.833598,0.005648,2.6833,0.015162,40.628986,40.229105
18351.835065,0.006779,2.6829,0.018224,40.628963,40.236725
18352.830467,0.001838,2.6847,0.004952,40.631775,40.247908
18353.843014,0.002587,2.6859,0.006972,40.643564,40.246963
18354.834993,-0.000584,2.6853,-0.001483,40.632089,40.241671
18355.833801,0.000564,2.6849,0.001538,40.62382,40.230852
18356.837327,-0.000155,2.6851,-0.000367,40.621661,40.238518
18357.84823,3.4E+038,2.6854,0.12683,40.636893,40.250115
18358.831761,0.002528,2.6862,0.006797,40.636117,40.25225
18359.83437,-0.001525,2.6858,-0.004075,40.619163,40.250212
18360.833905,0.003271,2.6875,0.008803,40.647224,40.24371
18361.830329,0.002147,2.6866,0.005786,40.621372,40.245507
18362.831792,0.000828,2.6864,0.002269,40.634443,40.266224
18363.829206,0.002904,2.687,0.007807,40.639873,40.251641
18364.83123,-0.002192,2.6869,-0.005842,40.637596,40.231896
18365.83075,0.002226,2.6881,0.006008,40.644772,40.231795
18366.831232,0.000523,2.6881,0.001459,40.650329,40.242085
18367.831173,-0.001648,2.6878,-0.004379,40.639851,40.228693
18368.829669,-0.001929,2.6883,-0.00514,40.644723,40.25249
18369.830325,-0.000252,2.6887,-0.000688,40.643389,40.254794
18370.830723,-0.001565,2.6878,-0.004131,40.645355,40.254213
18371.833028,0.002156,2.6902,0.005867,40.660196,40.247588
18372.830451,0.000661,2.6902,0.001842,40.622168,40.239025
18373.831183,0.005161,2.6902,0.01392,40.630392,40.242158
18374.830626,0.00167,2.6891,0.004593,40.654498,40.246619
18375.834301,0.004222,2.6898,0.01143,40.648629,40.24002
18376.832496,0.002768,2.6894,0.007487,40.647923,40.246229
18377.832296,0.001372,2.69,0.003749,40.635846,40.241062
18378.832937,0.001525,2.6891,0.004121,40.639389,40.234053
18379.834023,-0.000211,2.6899,-0.000533,40.633202,40.252247
18380.834209,0.002336,2.69,0.006278,40.630244,40.242009
18381.831277,0.0000026,2.6902,0.00004,40.637544,40.240577
18382.836588,0.004216,2.6922,0.011384,40.638732,40.247588
18383.829319,0.00129,2.69,0.003517,40.650231,40.249993
18384.831445,0.001534,2.6907,0.004139,40.651662,40.236868
18385.830784,3.4E+038,2.6903,0.13856,40.636065,40.242373
18386.831594,0.00195,2.6919,0.005275,40.64116,40.209622
18387.829895,-0.000162,2.6912,-0.000442,40.657844,40.234318
18388.831027,0.049063,2.6922,0.13228,40.655079,40.241741
18389.832267,0.007456,2.6913,0.02011,40.647803,40.240286
18390.830231,0.000513,2.6915,0.001388,40.643847,40.225412
18391.830202,0.002472,2.6926,0.006688,40.637735,40.23531
18392.830501,0.001649,2.6933,0.004471,40.653599,40.257365
18393.83025,0.004708,2.6933,0.012717,40.65292,40.244313
18394.829199,3.4E+038,2.6934,0.13872,40.643996,40.228836
18395.832463,-0.000721,2.6933,-0.001842,40.656339,40.23354
18396.829533,0.008289,2.693,0.022371,40.642418,40.235263
18397.83002,0.007052,2.6939,0.019039,40.638877,40.252464
18398.832578,0.001863,2.6929,0.005091,40.657478,40.241231
18399.8339,0.047045,2.6939,0.12627,40.634364,40.242127
18400.835131,-0.002435,2.6944,-0.006527,40.653014,40.234582
18401.830654,-0.003048,2.6941,-0.008167,40.648697,40.241908
18402.833233,-0.002115,2.6944,-0.005638,40.651244,40.234266
18403.829431,-0.002888,2.6936,-0.007691,40.650904,40.237929
18404.830687,-0.001422,2.6951,-0.003799,40.644334,40.251008
18405.829497,-0.000106,2.6952,-0.000255,40.645107,40.233587
18406.830066,0.000731,2.6956,0.001969,40.654349,40.241376
18407.833676,0.0000734,2.6958,0.000229,40.635333,40.244188
18408.830897,0.004099,2.6961,0.011056,40.658471,40.236765
18409.830673,0.004767,2.6948,0.012852,40.646247,40.239821
18410.830655,0.004208,2.6957,0.011364,40.64409,40.231477
18411.83889,0.000645,2.6956,0.001768,40.629201,40.223497
18412.830275,0.004121,2.6959,0.011102,40.63873,40.210467
18413.830308,0.001145,2.6958,0.003132,40.670161,40.232447
18414.831121,-0.001701,2.6959,-0.004526,40.662763,40.24033
18415.831285,-0.000127,2.6963,-0.000272,40.634533,40.237566
18416.831405,-0.001116,2.6964,-0.002929,40.648599,40.235259
18417.833457,-0.000149,2.6967,-0.000323,40.671568,40.23349
18418.831879,-0.000225,2.6968,-0.000546,40.634193,40.215755
18419.832541,0.002368,2.6975,0.006435,40.636061,40.229268
18420.830755,0.002187,2.6975,0.006007,40.637516,40.220534
18421.829185,-0.0000234,2.6975,0.0000042,40.634414,40.238175
18422.831489,0.005898,2.6974,0.015976,40.65406,40.245817
18423.83197,0.001862,2.697,0.005087,40.644794,40.244918
18424.832414,0.002274,2.6969,0.00617,40.642368,40.230482
18425.830037,0.008098,2.6984,0.021931,40.640087,40.232203
18426.833589,0.000381,2.6962,0.001027,40.644114,40.22859
18427.835991,0.007137,2.698,0.019299,40.643218,40.238611
18428.832157,0.00145,2.6973,0.003931,40.630945,40.240891
18429.830415,-0.000197,2.6984,-0.0005,40.643654,40.2365
18430.829018,0.00296,2.6984,0.008006,40.644167,40.223184
18431.831631,-0.000451,2.699,-0.001176,40.636573,40.229781
18432.830798,0.000999,2.6973,0.002709,40.632402,40.223425
18433.831118,-0.001635,2.6978,-0.004383,40.638706,40.235189
18434.830698,0.001174,2.6979,0.003176,40.628352,40.239389
18435.830024,3.4E+038,2.699,0.13582,40.642346,40.238466
18436.830829,-0.0003,2.6998,-0.000763,40.617754,40.257172
18437.830044,0.004376,2.6986,0.011847,40.635216,40.240069
18438.829557,-0.001325,2.6995,-0.003527,40.631432,40.218087
18439.830894,0.010358,2.7007,0.028011,40.624083,40.23803
18440.830061,0.005273,2.7001,0.014284,40.654982,40.237642
18441.830811,0.008215,2.7001,0.022255,40.644094,40.228206
18442.831113,3.4E+038,2.6984,0.1668,40.638708,40.227913
18443.833382,-0.000793,2.7,-0.002073,40.631333,40.224903
18444.832263,-0.000155,2.6997,-0.000397,40.622047,40.219617
18445.830388,-0.001579,2.7007,-0.004224,40.623305,40.223787
18446.830272,-0.002661,2.7002,-0.007112,40.638686,40.23153
18447.831122,-0.001496,2.7012,-0.004013,40.644408,40.221242
18448.830041,-0.000452,2.7003,-0.001207,40.622505,40.237543
18449.830729,0.001658,2.7011,0.0045,40.624907,40.235215
18450.834256,0.0000837,2.7008,0.000204,40.631966,40.238637
18451.833456,0.048225,2.7009,0.13,40.64407,40.226726
18452.833552,0.002046,2.7002,0.005502,40.627723,40.229298
18453.833407,0.003453,2.7016,0.009355,40.637737,40.227669
18454.831196,0.0000188,2.7016,0.0000614,40.624473,40.222044
18455.830108,0.001543,2.7016,0.004164,40.627745,40.22932
18456.832332,0.003927,2.7018,0.010624,40.641717,40.220005
18457.833539,-0.001856,2.702,-0.004966,40.636161,40.219179
18458.831806,-0.001564,2.7016,-0.004198,40.63432,40.214789
18459.829987,0.005491,2.7021,0.014883,40.62622,40.224883
18460.829563,0.004513,2.7029,0.012225,40.626584,40.22743
18461.82917,0.002815,2.702,0.007603,40.627846,40.209769
18462.83077,-0.002233,2.7023,-0.005988,40.634175,40.227746
18463.829547,-0.001098,2.7025,-0.002953,40.633811,40.224834
18464.831182,-0.001396,2.702,-0.003716,40.63643,40.24383
18465.830913,0.001574,2.7032,0.004342,40.634248,40.205619
18466.829827,-0.001304,2.7031,-0.003501,40.625151,40.234367
18467.832704,-0.003156,2.7026,-0.008487,40.634149,40.227356
18468.832451,0.002587,2.7032,0.007037,40.620349,40.245939
18469.829756,-0.000928,2.703,-0.002437,40.628618,40.202899
18470.829256,-0.001043,2.7032,-0.002765,40.619428,40.203168
18471.830034,-0.0000248,2.7033,-0.0000104,40.643316,40.223789
18472.829823,0.008,2.7045,0.021727,40.630899,40.21064
18473.829928,0.005582,2.7028,0.015163,40.638953,40.21906
18474.832035,0.002016,2.7033,0.005517,40.635848,40.213406
18475.831426,0.00515,2.7044,0.014005,40.631044,40.224613
18476.832473,0.004972,2.7043,0.013481,40.626972,40.228546
18477.832677,0.008103,2.7025,0.021918,40.61567,40.232161
18478.831527,0.001522,2.7029,0.004135,40.630947,40.233251
18479.83023,0.000698,2.7031,0.001896,40.612638,40.222579
18480.830734,0.000504,2.7041,0.001386,40.630318,40.22134
18481.830039,0.001907,2.7042,0.00516,40.618435,40.237111
18482.829254,-0.001906,2.7025,-0.005131,40.631918,40.224032
18483.830687,0.000172,2.7046,0.000489,40.618313,40.22316
18484.830329,0.001947,2.7042,0.005314,40.626025,40.245431
18485.828828,0.001618,2.7043,0.004407,40.632161,40.214086
18486.831885,0.002392,2.7044,0.006488,40.617876,40.21872
18487.832702,0.057498,2.7052,0.15512,40.609776,40.212437
18488.830185,0.008962,2.7035,0.02427,40.609967,40.221362
18489.830078,0.00643,2.704,0.017414,40.62663,40.242397
18490.831296,0.008532,2.7054,0.023132,40.608562,40.227599
18491.829949,0.00747,2.705,0.020248,40.62469,40.214255
18492.833072,-0.001216,2.705,-0.003257,40.624204,40.217043
18493.832161,-0.002767,2.7046,-0.007423,40.618795,40.19744
18494.831331,0.045036,2.7049,0.12088,40.610186,40.218306
18495.834037,-0.002288,2.7049,-0.006131,40.616566,40.228327
18496.832873,-0.000635,2.7044,-0.001661,40.617533,40.21874
18497.831222,-0.000738,2.707,-0.001951,40.616248,40.223278
18498.829522,-0.001431,2.7057,-0.003825,40.623744,40.217311
18499.82993,-0.000617,2.7064,-0.001659,40.606643,40.220584
18500.830648,0.003968,2.706,0.010739,40.631528,40.213816
18501.829885,0.00303,2.7063,0.008207,40.603684,40.21071
18502.830041,0.002476,2.7056,0.006711,40.612608,40.213451
18503.830504,0.003707,2.7057,0.010023,40.625366,40.210563
18504.831013,-0.00036,2.7064,-0.000946,40.615394,40.21369
18505.828548,0.003941,2.7066,0.010656,40.619933,40.226236
18506.82957,-0.0000455,2.705,-0.0000865,40.608679,40.244456
18507.829759,0.000813,2.7068,0.002231,40.616295,40.245887
18508.829977,-0.001179,2.7069,-0.003148,40.617871,40.223445
18509.830712,-0.001263,2.7081,-0.003332,40.610522,40.228104
18510.831445,0.00786,2.7078,0.021345,40.617384,40.23242
18511.831744,0.00551,2.7077,0.014994,40.612655,40.226598
18512.829597,0.006549,2.7072,0.017814,40.608846,40.22206
18513.829186,0.054202,2.7062,0.14516,40.604261,40.214926
18514.83081,-0.000421,2.7058,-0.001115,40.622088,40.206192
18515.830197,0.006993,2.7076,0.019001,40.625603,40.206798
18516.831355,0.002202,2.706,0.005966,40.606904,40.212475
18517.831468,0.001163,2.708,0.003162,40.602344,40.217739
18518.83531,0.009102,2.7069,0.024716,40.621165,40.220554
18519.831501,0.000396,2.7073,0.001081,40.623396,40.223514
18520.831573,3.4E+038,2.7078,0.14762,40.609109,40.213953
18521.829341,3.4E+038,2.7085,0.12781,40.610733,40.21303
18522.830214,0.001732,2.7071,0.004699,40.599503,40.236369
18523.830509,0.001027,2.7078,0.002795,40.599164,40.221473
18524.828306,0.00121,2.7076,0.003297,40.619394,40.210049
18525.830793,0.007801,2.7077,0.021158,40.619997,40.208832
18526.869464,0.047598,2.7081,0.13047,40.613861,40.20051
18527.831139,0.057603,2.7085,0.15707,40.588611,40.218924
18528.830312,0.010766,2.7075,0.029171,40.613835,40.215769
18529.829959,0.007672,2.7081,0.020801,40.614538,40.228846
18530.828678,0.009409,2.7078,0.02552,40.610633,40.223848
18531.829568,0.006677,2.7081,0.018119,40.596179,40.205022
18532.832231,-0.00069,2.7075,-0.001794,40.599524,40.22438
18533.832283,-0.004313,2.7091,-0.011632,40.603015,40.208585
18534.839521,-0.001234,2.7099,-0.003278,40.608496,40.22171
18535.830575,-0.003773,2.7078,-0.010174,40.60646,40.236778
18536.833119,-0.002345,2.7085,-0.006312,40.608058,40.224911
18537.831089,-0.002665,2.7078,-0.007181,40.607282,40.227774
18538.831592,-0.001798,2.709,-0.004831,40.609439,40.225565
18539.828488,3.4E+038,2.7083,0.12513,40.614291,40.230418
18540.829705,-0.001198,2.7087,-0.00321,40.594865,40.227726
18541.828048,0.006471,2.7087,0.01761,40.609198,40.222412
18542.829165,3.4E+038,2.7098,0.13581,40.603132,40.206882
18543.830441,3.4E+038,2.7094,0.12964,40.618824,40.212389
18544.829527,0.045372,2.7088,0.12285,40.595494,40.213435
18545.828937,0.001138,2.7088,0.003118,40.600973,40.214913
18546.830416,-0.000951,2.71,-0.002577,40.603978,40.231384
18547.830207,0.002768,2.7095,0.007506,40.602696,40.217364
18548.829553,-0.000901,2.7102,-0.002429,40.601385,40.206227
18549.829269,0.0000173,2.7103,0.0000897,40.600949,40.227262
18550.828584,3.4E+038,2.71,0.12982,40.603421,40.225004
18551.828077,-0.001512,2.7097,-0.004047,40.600002,40.220128
18552.829078,-0.0018,2.7109,-0.004848,40.596435,40.231844
18553.833389,0.002603,2.7104,0.007075,40.618361,40.210471
18554.82992,-0.001863,2.7099,-0.005008,40.605701,40.21855
18555.832228,-0.000589,2.7102,-0.001603,40.61363,40.217384
18556.831533,0.004683,2.7095,0.012695,40.605845,40.215783
18557.83537,0.001741,2.7098,0.004725,40.607106,40.227234
18558.830852,0.000396,2.7092,0.001091,40.599588,40.222625
18559.828743,-0.003424,2.7101,-0.009253,40.610744,40.21668
18560.828089,0.000187,2.7113,0.000522,40.59316,40.216559
18561.828996,0.001892,2.7107,0.005134,40.585036,40.221898
18562.827651,-0.001455,2.7106,-0.003916,40.609142,40.23291
18563.828909,3.4E+038,2.7113,0.13011,40.593257,40.240311
18564.829157,0.001145,2.7124,0.0031,40.595076,40.233032
18565.832215,0.005197,2.7111,0.014112,40.58506,40.23757
18566.831397,0.002855,2.7101,0.007749,40.598977,40.227473
18567.830805,0.003829,2.7112,0.010406,40.61033,40.205712
18568.829346,0.005222,2.7118,0.01417,40.596312,40.22226
18569.830278,0.002479,2.7112,0.006735,40.602083,40.222573
18570.829998,0.002666,2.7113,0.007243,40.592628,40.224397
18571.857239,0.047511,2.7121,0.13022,40.586756,40.222163
18572.831881,0.003868,2.7118,0.010483,40.614213,40.227429
18573.829622,0.0000498,2.712,0.000137,40.593355,40.229855
18574.831519,0.005003,2.7113,0.013574,40.602788,40.225098
18575.827869,0.006328,2.7105,0.017168,40.599174,40.228034
18576.829237,0.003588,2.7117,0.009724,40.590901,40.224489
18577.829043,0.005404,2.7117,0.014665,40.576885,40.22539
18578.831286,-0.001291,2.7128,-0.003427,40.587363,40.213308
18579.828375,0.00598,2.7117,0.016178,40.592624,40.215295
18580.831993,0.004611,2.7113,0.012524,40.601454,40.235409
18581.830757,0.004751,2.7112,0.012895,40.59944,40.211559
18582.831249,0.00423,2.712,0.011484,40.589498,40.210713
18583.829047,0.001177,2.7119,0.00321,40.599391,40.216242
18584.830504,-0.001671,2.7123,-0.004481,40.583287,40.205592
18585.827881,0.001841,2.7112,0.004992,40.595898,40.217115
18586.835665,-0.000041,2.7131,-0.0000678,40.582292,40.21697
18587.833273,-0.002494,2.713,-0.006685,40.597546,40.19802
18588.832125,0.004854,2.7132,0.013245,40.577538,40.2053
18589.828705,0.001344,2.7132,0.003709,40.576688,40.220826
18590.829572,-0.000544,2.713,-0.001462,40.583625,40.227765
18591.830096,0.003862,2.7136,0.010531,40.578919,40.216143
18592.828168,0.006587,2.7131,0.017963,40.59306,40.226649
18593.8283,0.003688,2.7123,0.01005,40.5682,40.217066
18594.828125,0.00177,2.7117,0.004849,40.576614,40.212018
18595.835669,-0.0014,2.7139,-0.003737,40.578168,40.229948
18596.832095,0.00302,2.7134,0.008213,40.596477,40.222789
18597.829297,0.000983,2.7135,0.002683,40.581514,40.220195
18598.829324,0.047334,2.7132,0.12652,40.574648,40.224972
18599.830943,0.003341,2.7127,0.009108,40.583163,40.228394
18600.831932,0.006437,2.7129,0.017491,40.584473,40.226066
18601.841125,0.00477,2.7133,0.013012,40.568296,40.209884
18602.828372,-0.00043,2.7125,-0.001152,40.58702,40.207506
18603.829365,0.001292,2.7126,0.003526,40.578529,40.197921
18604.830793,0.00587,2.714,0.015996,40.574091,40.216045
18605.831819,0.008356,2.714,0.022706,40.574915,40.213594
18606.831298,0.005569,2.7126,0.015156,40.567687,40.209639
18607.831825,0.007935,2.7146,0.021562,40.577171,40.206024
18608.834021,0.004876,2.714,0.013225,40.583428,40.221381
18609.829714,0.002727,2.7139,0.007469,40.576421,40.223834
18610.827655,0.004852,2.7137,0.01325,40.586897,40.22376
18611.828248,0.001064,2.714,0.002945,40.58338,40.212963
18612.829547,-0.001714,2.7126,-0.004566,40.577291,40.215607
18613.829313,0.00257,2.7136,0.007024,40.580443,40.209661
18614.828221,-0.001499,2.7138,-0.004001,40.580126,40.205341
18615.828156,-0.001089,2.713,-0.002943,40.58903,40.204786
18616.828497,-0.00135,2.7149,-0.003659,40.572682,40.213544
18617.829329,0.003535,2.7136,0.009612,40.572172,40.214853
18618.832922,0.004185,2.7147,0.01137,40.581971,40.21592
18619.828772,0.002659,2.7159,0.007217,40.584081,40.214392
18620.828611,0.002658,2.7138,0.007203,40.571565,40.229894
18621.828059,0.003913,2.7154,0.010604,40.571663,40.217255
18622.82911,0.004575,2.7149,0.01243,40.58059,40.206533
18623.83283,-0.001608,2.7154,-0.004306,40.579376,40.22679
18624.834207,-0.001222,2.715,-0.003296,40.588712,40.216841
18625.829644,0.047236,2.7147,0.12839,40.573796,40.218661
18626.831894,-0.001664,2.7143,-0.004485,40.577726,40.214949
18627.828527,-0.001189,2.7142,-0.003212,40.56652,40.205196
18628.829193,0.002298,2.7153,0.00631,40.572389,40.201241
18629.827467,0.004475,2.7145,0.012189,40.570548,40.20413
18630.829271,3.4E+038,2.7151,0.13268,40.570765,40.209806
18631.840256,-0.000781,2.7142,-0.002104,40.579328,40.213276
18632.829063,0.001443,2.7155,0.00397,40.567758,40.210437
18633.829054,0.006548,2.7151,0.017845,40.562954,40.205996
18634.833889,0.000955,2.7152,0.002594,40.574184,40.209223
18635.831699,0.00099,2.7159,0.002705,40.57416,40.216113
18636.82919,0.010745,2.7147,0.02924,40.566761,40.20289
18637.830181,0.001637,2.714,0.004463,40.562662,40.191875
18638.828308,0.007022,2.7162,0.019128,40.561862,40.212547
18639.828591,0.005799,2.7153,0.015818,40.566182,40.203038
18640.831854,0.002824,2.7155,0.007736,40.556188,40.214149
18641.831749,0.000868,2.7159,0.002351,40.570546,40.205584
18642.830091,0.005696,2.7163,0.015545,40.557181,40.211867
18643.82997,0.005144,2.7155,0.014057,40.568315,40.210267
18644.833102,-0.000619,2.7152,-0.001681,40.554198,40.212523
18645.831563,0.000819,2.7167,0.002215,40.577193,40.2166
18646.829413,0.000577,2.7157,0.001579,40.562592,40.206726
18647.829319,-0.0000956,2.7146,-0.000253,40.578554,40.209591
18648.827529,0.000417,2.7163,0.001168,40.572875,40.206095
18649.829986,0.001095,2.7167,0.002981,40.559149,40.21056
18650.829828,0.000479,2.716,0.001303,40.558662,40.225358
18651.829208,0.000218,2.7164,0.000597,40.566059,40.206555
18652.828183,-0.00044,2.715,-0.001179,40.565334,40.203282
18653.828263,0.001592,2.7157,0.004328,40.565627,40.195569
18654.829746,0.00148,2.7165,0.004011,40.563127,40.206169
18655.829957,0.000322,2.7171,0.000902,40.575595,40.215001
18656.828482,0.000622,2.7164,0.001743,40.565772,40.218641
18657.8289,0.002227,2.7158,0.006072,40.554566,40.20634
18658.828023,0.003669,2.7163,0.010036,40.557038,40.22155
18659.830244,0.001267,2.7168,0.00347,40.558809,40.210584
18660.828306,0.006539,2.718,0.017849,40.554055,40.20037
18661.829262,0.006061,2.7172,0.016545,40.559539,40.213861
18662.831039,0.001783,2.7174,0.004894,40.562471,40.22007
18663.829226,0.004132,2.716,0.011295,40.549323,40.233485
18664.831962,0.004264,2.7161,0.011626,40.566909,40.221962
18665.833545,0.001275,2.717,0.003491,40.562252,40.229313
18666.831641,0.003147,2.717,0.008563,40.549836,40.210707
18667.829129,0.000066,2.7162,0.000212,40.55175,40.223902
18668.830083,0.000374,2.7159,0.00104,40.552164,40.226864
18669.827058,0.000196,2.7174,0.000602,40.559898,40.21968
18670.828254,0.002854,2.7173,0.007833,40.552672,40.227737
18671.827772,0.004422,2.718,0.012059,40.536859,40.220653
18672.829263,0.007043,2.7176,0.019206,40.552598,40.220748
18673.828867,0.007693,2.717,0.020982,40.539912,40.214246
18674.829097,0.006804,2.7177,0.018585,40.539914,40.208061
18675.83015,0.000908,2.7175,0.002494,40.528973,40.209127
18676.830773,0.001783,2.717,0.004856,40.550634,40.200587
18677.828773,-0.000609,2.7182,-0.001587,40.54537,40.194958
18678.828,-0.001179,2.7181,-0.003118,40.550246,40.213301
18679.835169,0.005646,2.7183,0.015384,40.547527,40.214583
18680.829474,0.002896,2.7179,0.00795,40.557082,40.219047
18681.832665,-0.000275,2.7179,-0.000674,40.55107,40.201388
18682.832345,0.001419,2.7164,0.003896,40.543914,40.214973
18683.828885,0.005134,2.7176,0.014021,40.555896,40.202576
18684.830053,0.006054,2.7179,0.016501,40.550317,40.204637
18685.82895,0.004679,2.7186,0.012809,40.540397,40.215094
18686.831131,3.4E+038,2.7181,0.13414,40.551384,40.20061
18687.829999,-0.00289,2.7169,-0.007785,40.557326,40.217107
18688.830269,0.004348,2.7175,0.011923,40.5395,40.214197
18689.832249,0.004651,2.7181,0.012678,40.542702,40.201388
18690.831492,0.000252,2.7195,0.000739,40.542871,40.205924
18691.831702,0.004219,2.7182,0.011534,40.550268,40.223512
18692.828101,-0.000964,2.7174,-0.002542,40.537536,40.176568
18693.830625,0.004733,2.718,0.012929,40.556889,40.203933
18694.827057,-0.000811,2.7192,-0.00215,40.54309,40.207962
18695.827725,0.001247,2.7193,0.003413,40.526085,40.205146
18696.827171,-0.000203,2.7183,-0.000522,40.533412,40.215022
18697.828617,0.00365,2.7185,0.00998,40.526012,40.204345
18698.827667,-0.002923,2.7189,-0.007883,40.558904,40.19685
18699.826709,-0.001272,2.7185,-0.003432,40.533194,40.225358
18700.831017,-0.000314,2.718,-0.000819,40.550487,40.215362
18701.828636,-0.000893,2.7194,-0.002373,40.547458,40.197775
18702.826646,-0.002896,2.7184,-0.007823,40.541006,40.213156
18703.829188,0.003958,2.719,0.01081,40.534917,40.211069
18704.829309,0.005451,2.7194,0.014898,40.555824,40.191222
18705.828709,0.000678,2.72,0.001887,40.544427,40.192559
18706.831682,0.003209,2.7183,0.008814,40.540155,40.191926
18707.829993,-0.000421,2.7187,-0.001099,40.535209,40.195348
18708.829404,-0.000883,2.7181,-0.00234,40.542268,40.203865
