"time","singleCell.calculator.SOC","meter.v"
0,1,3.301381552826907
1,0.9994658119658119,3.299581874802547
2,0.9989316239316239,3.297768501252004
3,0.9983974358974359,3.295917353764504
4,0.9978632478632479,3.29401624751918
5,0.9973290598290598,3.292053024613586
6,0.9967948717948718,3.290015527145274
7,0.9962606837606838,3.2878915972118
8,0.9957264957264957,3.285669076910715
9,0.9951923076923077,3.283344291623591
10,0.9946581196581197,3.280982879658609
11,0.9941239316239316,3.278598728206178
12,0.9935897435897436,3.276188714387725
13,0.9930555555555556,3.273749715324679
14,0.9925213675213674,3.271278608138466
15,0.9919871794871794,3.268772269950515
16,0.9914529914529914,3.266227577882252
17,0.9909188034188033,3.26365739678418
18,0.9903846153846153,3.261086831438607
19,0.9898504273504273,3.258516266093033
20,0.9893162393162392,3.255945700747459
21,0.9887820512820512,3.253375135401884
22,0.9882478632478632,3.25080457005631
23,0.9877136752136751,3.248234004710736
24,0.9871794871794871,3.245663439365161
25,0.9866452991452991,3.243092874019586
26,0.986111111111111,3.240522308674011
27,0.985576923076923,3.237951743328436
28,0.985042735042735,3.235381177982861
29,0.984508547008547,3.232810612637285
30,0.9839743589743589,3.230240047291709
31,0.9834401709401709,3.227669481946133
32,0.9829059829059829,3.225064526981946
33,0.9823717948717948,3.222365935648917
34,0.9818376068376068,3.219606462466496
35,0.9813034188034188,3.216822188835103
36,0.9807692307692307,3.214049196155163
37,0.9802350427350427,3.211323565827096
38,0.9797008547008547,3.208681379251325
39,0.9791666666666666,3.206154924365121
40,0.9786324786324786,3.20366999153594
41,0.9780982905982906,3.201185058706761
42,0.9775641025641025,3.198700125877582
43,0.9770299145299145,3.196215193048404
44,0.9764957264957265,3.193730260219226
45,0.9759615384615384,3.191245327390048
46,0.9754273504273503,3.188760394560868
47,0.9748931623931624,3.186275461731689
48,0.9743589743589743,3.183790528902508
49,0.9738247863247863,3.181305596073326
50,0.9732905982905983,3.178820663244144
51,0.9727564102564102,3.176335730414963
52,0.9722222222222221,3.173850797585781
53,0.9716880341880341,3.171365864756601
54,0.971153846153846,3.168881791162201
55,0.970619658119658,3.166456084973917
56,0.97008547008547,3.164115019821738
57,0.9695512820512819,3.161846636053625
58,0.9690170940170939,3.159638974017536
59,0.9684829059829059,3.157480074061433
60,0.9679487179487178,3.155357976533275
61,0.9674145299145298,3.153260721781022
62,0.9668803418803418,3.151175395875956
63,0.9663461538461537,3.149090969932428
64,0.9658119658119657,3.147006659498866
65,0.9652777777777777,3.144922490064898
66,0.9647435897435896,3.142838487120156
67,0.9642094017094016,3.140754676154269
68,0.9636752136752136,3.138671082656868
69,0.9631410256410255,3.136587732117582
70,0.9626068376068375,3.134504640144023
71,0.9620726495726495,3.132421656759127
72,0.9615384615384615,3.130338720666535
73,0.9610042735042734,3.128255828166768
74,0.9604700854700854,3.126172975560346
75,0.9599358974358974,3.124090159147789
76,0.9594017094017093,3.122007375229618
77,0.9588675213675213,3.119924620106352
78,0.9583333333333333,3.117841890078512
79,0.9577991452991452,3.115758830136368
80,0.9572649572649572,3.113668461333516
81,0.9567307692307692,3.111572970853899
82,0.9561965811965811,3.109478901534241
83,0.9556623931623931,3.107392796211269
84,0.9551282051282051,3.105321197721707
85,0.954594017094017,3.10327064890228
86,0.954059829059829,3.101247692589714
87,0.953525641025641,3.099258871620734
88,0.9529914529914529,3.097310869312302
89,0.9524572649572649,3.095411964893125
90,0.9519230769230769,3.093557130227332
91,0.9513888888888888,3.091736682416512
92,0.9508547008547008,3.089940938562251
93,0.9503205128205128,3.08816021576614
94,0.9497863247863247,3.086384831129765
95,0.9492521367521367,3.084605101754715
96,0.9487179487179487,3.082811344742578
97,0.9481837606837606,3.080993953661667
98,0.9476495726495726,3.079152300947132
99,0.9471153846153846,3.077294429498199
100,0.9465811965811965,3.075426995631038
101,0.9460470085470085,3.073556655661817
102,0.9455128205128205,3.071690065906705
103,0.9449786324786325,3.069833882681873
104,0.9444444444444444,3.067994762303488
105,0.9439102564102564,3.066179361087722
106,0.9433760683760684,3.064394479927496
107,0.9428418803418803,3.062670870944122
108,0.9423076923076923,3.061019838149291
109,0.9417735042735043,3.059429393215328
110,0.9412393162393162,3.057887547814556
111,0.9407051282051282,3.056382313619299
112,0.9401709401709402,3.054901702301879
113,0.9396367521367521,3.053433725534621
114,0.9391025641025641,3.051966394989849
115,0.9385683760683761,3.050487731028112
116,0.938034188034188,3.049001415273906
117,0.9375,3.047518786181374
118,0.936965811965812,3.046041296471909
